1009,FORM-2022,2022-12-15,2.21,Low,,1.86,48.79,f
1009,FORM-2023,2023-12-15,2.15,Low,,2.21,43.62,f
1009,FORM-2024,2024-12-15,2.33,Low,,2.23,52.54,f
1009,FORM-2025,2025-12-15,3.31,Medium,,3.21,61.52,f
1012,FORM-2022,2022-12-15,4.81,High,2026-01-08,4.83,92.85,t
1012,FORM-2023,2023-12-15,3.68,Medium,2026-01-08,3.89,73.08,f
1012,FORM-2024,2024-12-15,3.90,Medium,2026-01-08,3.58,73.33,f
1012,FORM-2025,2025-12-15,4.41,High,2026-01-08,4.51,94.25,f
1013,FORM-2022,2022-12-15,2.55,Medium,2020-08-24,2.40,52.86,f
1013,FORM-2023,2023-12-15,3.74,Medium,2020-08-24,4.26,76.01,f
1013,FORM-2024,2024-12-15,2.95,Medium,2020-08-24,2.76,50.96,f
1013,FORM-2025,2025-12-15,4.07,High,2020-08-24,4.03,77.55,f
1014,FORM-2022,2022-12-15,3.07,Medium,,3.41,59.49,f
1014,FORM-2023,2023-12-15,2.24,Low,,2.31,34.65,f
1014,FORM-2024,2024-12-15,2.75,Medium,,2.92,56.11,f
1014,FORM-2025,2025-12-15,2.86,Medium,,2.86,58.24,f
1015,FORM-2022,2022-12-15,4.54,High,2026-01-08,4.57,100.00,t
1015,FORM-2023,2023-12-15,4.28,High,2026-01-08,4.21,85.35,f
1015,FORM-2024,2024-12-15,3.51,Medium,2026-01-08,3.81,86.86,f
1015,FORM-2025,2025-12-15,3.72,Medium,2026-01-08,3.79,77.32,f
1016,FORM-2022,2022-12-15,3.90,Medium,2026-01-08,3.86,81.82,f
1016,FORM-2023,2023-12-15,3.12,Medium,2026-01-08,2.90,63.82,f
1016,FORM-2024,2024-12-15,3.88,Medium,2026-01-08,3.93,81.11,f
1016,FORM-2025,2025-12-15,4.45,High,2026-01-08,4.19,84.92,f
1018,FORM-2022,2022-12-15,3.94,Medium,2025-10-25,3.96,79.93,f
1018,FORM-2023,2023-12-15,4.01,High,2025-10-25,3.55,89.15,f
1018,FORM-2024,2024-12-15,3.50,Medium,2025-10-25,3.18,77.28,f
1018,FORM-2025,2025-12-15,4.30,High,2025-10-25,4.68,84.49,f
1020,FORM-2022,2022-12-15,4.20,High,2025-12-26,4.33,75.79,f
1020,FORM-2023,2023-12-15,5.00,High,2025-12-26,4.75,100.00,t
1020,FORM-2024,2024-12-15,3.84,Medium,2025-12-26,3.91,75.27,f
1020,FORM-2025,2025-12-15,4.55,High,2025-12-26,5.00,92.09,t
1021,FORM-2022,2022-12-15,3.54,Medium,2026-01-08,3.37,74.82,f
1021,FORM-2023,2023-12-15,2.74,Medium,2026-01-08,2.34,54.86,f
1021,FORM-2024,2024-12-15,4.00,High,2026-01-08,3.88,77.41,f
1021,FORM-2025,2025-12-15,2.99,Medium,2026-01-08,2.89,58.87,f
1022,FORM-2024,2024-12-15,2.65,Medium,,2.79,41.31,f
1022,FORM-2025,2025-12-15,3.28,Medium,,2.75,68.70,f
1023,FORM-2023,2023-12-15,3.17,Medium,2026-01-08,3.42,66.71,f
1023,FORM-2024,2024-12-15,3.31,Medium,2026-01-08,3.23,56.21,f
1023,FORM-2025,2025-12-15,3.35,Medium,2026-01-08,3.17,61.34,f
1024,FORM-2022,2022-12-15,3.29,Medium,2025-12-03,3.29,63.27,f
1024,FORM-2023,2023-12-15,4.29,High,2025-12-03,4.15,76.86,f
1024,FORM-2024,2024-12-15,3.45,Medium,2025-12-03,3.46,58.01,f
1024,FORM-2025,2025-12-15,4.51,High,2025-12-03,4.45,89.37,t
1026,FORM-2022,2022-12-15,2.56,Medium,,2.73,55.13,f
1026,FORM-2023,2023-12-15,2.12,Low,,1.94,54.20,f
1026,FORM-2024,2024-12-15,1.45,Low,,1.20,23.66,f
1026,FORM-2025,2025-12-15,2.95,Medium,,3.02,60.88,f
1030,FORM-2022,2022-12-15,2.96,Medium,2026-01-08,3.04,53.40,f
1030,FORM-2023,2023-12-15,3.12,Medium,2026-01-08,2.93,58.04,f
1030,FORM-2024,2024-12-15,2.90,Medium,2026-01-08,2.95,59.76,f
1030,FORM-2025,2025-12-15,2.99,Medium,2026-01-08,2.87,62.34,f
1031,FORM-2022,2022-12-15,2.57,Medium,,2.93,49.82,f
1031,FORM-2023,2023-12-15,2.66,Medium,,2.82,47.19,f
1031,FORM-2024,2024-12-15,1.96,Low,,1.62,41.65,f
1031,FORM-2025,2025-12-15,2.40,Low,,2.46,48.73,f
1032,FORM-2022,2022-12-15,3.05,Medium,2022-11-12,3.21,58.57,f
1032,FORM-2023,2023-12-15,3.32,Medium,2022-11-12,3.47,58.06,f
1032,FORM-2024,2024-12-15,2.83,Medium,2022-11-12,3.22,78.13,f
1032,FORM-2025,2025-12-15,2.93,Medium,2022-11-12,2.94,48.76,f
1033,FORM-2023,2023-12-15,3.46,Medium,2026-01-08,3.44,65.79,f
1033,FORM-2024,2024-12-15,4.28,High,2026-01-08,4.33,79.63,f
1033,FORM-2025,2025-12-15,2.85,Medium,2026-01-08,3.03,53.20,f
1034,FORM-2024,2024-12-15,2.03,Low,,1.61,39.79,f
1034,FORM-2025,2025-12-15,2.80,Medium,,3.00,57.44,f
1035,FORM-2025,2025-12-15,4.22,High,2026-01-08,3.92,85.56,f
1037,FORM-2022,2022-12-15,3.59,Medium,2024-10-28,3.18,70.65,f
1037,FORM-2023,2023-12-15,2.85,Medium,2024-10-28,2.91,51.98,f
1037,FORM-2024,2024-12-15,3.73,Medium,2024-10-28,4.13,73.28,f
1037,FORM-2025,2025-12-15,3.08,Medium,2024-10-28,2.78,63.97,f
1038,FORM-2022,2022-12-15,3.39,Medium,2024-08-04,3.62,77.75,f
1038,FORM-2023,2023-12-15,4.71,High,2024-08-04,5.00,94.87,t
1038,FORM-2024,2024-12-15,4.08,High,2024-08-04,3.88,73.62,f
1038,FORM-2025,2025-12-15,4.22,High,2024-08-04,3.86,90.34,f
1039,FORM-2022,2022-12-15,3.42,Medium,2026-01-08,3.37,78.81,f
1039,FORM-2023,2023-12-15,3.98,Medium,2026-01-08,4.11,77.97,f
1039,FORM-2024,2024-12-15,4.28,High,2026-01-08,4.21,80.01,f
1039,FORM-2025,2025-12-15,3.36,Medium,2026-01-08,2.97,59.65,f
1042,FORM-2022,2022-12-15,4.19,High,2023-05-17,4.17,78.06,f
1042,FORM-2023,2023-12-15,4.24,High,2023-05-17,4.29,87.46,f
1042,FORM-2024,2024-12-15,3.35,Medium,2023-05-17,3.23,69.09,f
1042,FORM-2025,2025-12-15,3.71,Medium,2023-05-17,3.96,78.84,f
1043,FORM-2022,2022-12-15,4.60,High,2026-01-08,4.68,88.15,t
1043,FORM-2023,2023-12-15,3.87,Medium,2026-01-08,4.45,83.92,f
1043,FORM-2024,2024-12-15,3.77,Medium,2026-01-08,3.95,74.17,f
1043,FORM-2025,2025-12-15,3.69,Medium,2026-01-08,3.97,76.36,f
1044,FORM-2025,2025-12-15,3.42,Medium,2026-01-08,3.86,65.43,f
1046,FORM-2022,2022-12-15,4.01,High,2024-09-24,4.25,84.97,f
1046,FORM-2023,2023-12-15,3.66,Medium,2024-09-24,3.67,84.75,f
1046,FORM-2024,2024-12-15,3.57,Medium,2024-09-24,3.69,74.37,f
1046,FORM-2025,2025-12-15,3.13,Medium,2024-09-24,3.29,54.54,f
1047,FORM-2022,2022-12-15,3.06,Medium,2023-05-24,3.37,58.22,f
1047,FORM-2023,2023-12-15,2.19,Low,2023-05-24,2.18,43.68,f
1047,FORM-2024,2024-12-15,3.01,Medium,2023-05-24,3.07,61.90,f
1047,FORM-2025,2025-12-15,2.22,Low,2023-05-24,2.49,31.40,f
1048,FORM-2022,2022-12-15,3.22,Medium,2018-10-19,3.42,59.82,f
1048,FORM-2023,2023-12-15,2.67,Medium,2018-10-19,2.48,50.48,f
1048,FORM-2024,2024-12-15,4.40,High,2018-10-19,4.03,90.53,f
1048,FORM-2025,2025-12-15,3.30,Medium,2018-10-19,3.10,57.71,f
1049,FORM-2023,2023-12-15,2.36,Low,2025-09-03,2.45,51.25,f
1049,FORM-2024,2024-12-15,3.61,Medium,2025-09-03,3.37,59.47,f
1049,FORM-2025,2025-12-15,3.24,Medium,2025-09-03,3.37,71.91,f
1050,FORM-2022,2022-12-15,2.90,Medium,2026-01-08,3.27,58.78,f
1050,FORM-2023,2023-12-15,4.86,High,2026-01-08,4.81,100.00,t
1050,FORM-2024,2024-12-15,3.56,Medium,2026-01-08,4.10,68.12,f
1050,FORM-2025,2025-12-15,3.09,Medium,2026-01-08,3.15,68.65,f
1051,FORM-2022,2022-12-15,4.03,High,2024-07-18,4.01,82.99,f
1051,FORM-2023,2023-12-15,3.39,Medium,2024-07-18,3.73,74.08,f
1051,FORM-2024,2024-12-15,3.15,Medium,2024-07-18,3.39,62.88,f
1051,FORM-2025,2025-12-15,3.99,Medium,2024-07-18,3.90,80.35,f
1052,FORM-2022,2022-12-15,3.12,Medium,2025-12-18,2.73,55.11,f
1052,FORM-2023,2023-12-15,3.96,Medium,2025-12-18,4.11,74.45,f
1052,FORM-2024,2024-12-15,3.65,Medium,2025-12-18,3.66,77.63,f
1052,FORM-2025,2025-12-15,3.18,Medium,2025-12-18,3.18,56.69,f
1053,FORM-2022,2022-12-15,4.42,High,2021-03-12,4.55,89.11,f
1053,FORM-2023,2023-12-15,5.00,High,2021-03-12,5.00,100.00,t
1053,FORM-2024,2024-12-15,4.02,High,2021-03-12,3.89,83.14,f
1053,FORM-2025,2025-12-15,3.88,Medium,2021-03-12,3.80,84.74,f
1054,FORM-2022,2022-12-15,3.69,Medium,2022-12-12,3.75,74.57,f
1054,FORM-2023,2023-12-15,3.10,Medium,2022-12-12,3.23,66.64,f
1054,FORM-2024,2024-12-15,3.88,Medium,2022-12-12,3.94,75.70,f
1054,FORM-2025,2025-12-15,3.54,Medium,2022-12-12,3.38,60.01,f
1055,FORM-2023,2023-12-15,3.67,Medium,2026-01-08,3.34,70.72,f
1055,FORM-2024,2024-12-15,2.36,Low,2026-01-08,2.19,50.47,f
1055,FORM-2025,2025-12-15,3.45,Medium,2026-01-08,3.46,70.44,f
1056,FORM-2022,2022-12-15,2.55,Medium,2022-12-28,2.77,48.49,f
1056,FORM-2023,2023-12-15,3.42,Medium,2022-12-28,3.53,52.47,f
1056,FORM-2024,2024-12-15,4.11,High,2022-12-28,4.03,85.55,f
1056,FORM-2025,2025-12-15,3.23,Medium,2022-12-28,3.08,72.51,f
1057,FORM-2022,2022-12-15,2.35,Low,2022-09-20,2.42,43.82,f
1057,FORM-2023,2023-12-15,3.21,Medium,2022-09-20,3.43,68.36,f
1057,FORM-2024,2024-12-15,3.23,Medium,2022-09-20,3.08,63.12,f
1057,FORM-2025,2025-12-15,3.12,Medium,2022-09-20,3.42,65.22,f
1058,FORM-2024,2024-12-15,2.86,Medium,2026-01-08,2.91,62.69,f
1058,FORM-2025,2025-12-15,3.18,Medium,2026-01-08,3.40,61.19,f
1059,FORM-2025,2025-12-15,4.30,High,2026-01-08,4.21,86.57,f
1060,FORM-2022,2022-12-15,2.79,Medium,,2.46,54.28,f
1060,FORM-2023,2023-12-15,2.64,Medium,,2.68,57.78,f
1060,FORM-2024,2024-12-15,1.34,Low,,0.92,32.77,f
1060,FORM-2025,2025-12-15,2.87,Medium,,3.36,56.70,f
1061,FORM-2022,2022-12-15,4.45,High,2026-01-08,5.00,75.29,f
1061,FORM-2023,2023-12-15,3.02,Medium,2026-01-08,2.90,51.88,f
1061,FORM-2024,2024-12-15,4.61,High,2026-01-08,4.54,88.00,t
1061,FORM-2025,2025-12-15,4.47,High,2026-01-08,4.63,85.90,f
1062,FORM-2022,2022-12-15,3.29,Medium,2021-05-12,3.06,61.61,f
1062,FORM-2023,2023-12-15,3.54,Medium,2021-05-12,3.33,67.80,f
1062,FORM-2024,2024-12-15,2.72,Medium,2021-05-12,2.58,39.13,f
1062,FORM-2025,2025-12-15,2.17,Low,2021-05-12,2.21,51.66,f
1063,FORM-2025,2025-12-15,4.19,High,2026-01-08,4.06,83.03,f
1064,FORM-2022,2022-12-15,2.56,Medium,2023-07-07,2.50,49.76,f
1064,FORM-2023,2023-12-15,3.10,Medium,2023-07-07,3.25,64.35,f
1064,FORM-2024,2024-12-15,3.68,Medium,2023-07-07,4.23,76.81,f
1064,FORM-2025,2025-12-15,2.41,Low,2023-07-07,2.06,47.84,f
1065,FORM-2022,2022-12-15,3.40,Medium,2022-11-26,3.34,76.48,f
1065,FORM-2023,2023-12-15,3.89,Medium,2022-11-26,3.59,86.39,f
1065,FORM-2024,2024-12-15,3.75,Medium,2022-11-26,3.74,76.28,f
1065,FORM-2025,2025-12-15,4.11,High,2022-11-26,3.93,82.56,f
1066,FORM-2022,2022-12-15,4.47,High,2025-01-27,4.78,84.49,f
1066,FORM-2023,2023-12-15,3.86,Medium,2025-01-27,4.24,75.64,f
1066,FORM-2024,2024-12-15,3.18,Medium,2025-01-27,3.02,67.18,f
1066,FORM-2025,2025-12-15,3.80,Medium,2025-01-27,3.81,77.56,f
1067,FORM-2022,2022-12-15,3.26,Medium,2026-01-08,3.39,73.16,f
1067,FORM-2023,2023-12-15,3.61,Medium,2026-01-08,3.74,78.94,f
1067,FORM-2024,2024-12-15,3.77,Medium,2026-01-08,4.05,63.27,f
1067,FORM-2025,2025-12-15,3.42,Medium,2026-01-08,3.52,67.59,f
1068,FORM-2025,2025-12-15,2.52,Medium,2026-01-08,2.49,45.97,f
1069,FORM-2025,2025-12-15,2.67,Medium,,2.84,51.96,f
1070,FORM-2022,2022-12-15,3.48,Medium,2017-02-20,3.35,66.00,f
1070,FORM-2023,2023-12-15,2.99,Medium,2017-02-20,2.89,65.76,f
1070,FORM-2024,2024-12-15,2.86,Medium,2017-02-20,2.99,62.83,f
1070,FORM-2025,2025-12-15,2.14,Low,2017-02-20,2.13,43.52,f
1071,FORM-2022,2022-12-15,2.93,Medium,2026-01-08,2.94,57.44,f
1071,FORM-2023,2023-12-15,3.13,Medium,2026-01-08,3.46,63.35,f
1071,FORM-2024,2024-12-15,2.72,Medium,2026-01-08,2.60,52.45,f
1071,FORM-2025,2025-12-15,3.79,Medium,2026-01-08,3.60,69.37,f
1072,FORM-2022,2022-12-15,3.97,Medium,2025-07-05,3.73,85.19,f
1072,FORM-2023,2023-12-15,4.09,High,2025-07-05,4.15,78.39,f
1072,FORM-2024,2024-12-15,3.91,Medium,2025-07-05,3.92,79.10,f
1072,FORM-2025,2025-12-15,3.05,Medium,2025-07-05,3.05,47.34,f
1073,FORM-2022,2022-12-15,3.01,Medium,2022-03-14,3.63,54.36,f
1073,FORM-2023,2023-12-15,2.54,Medium,2022-03-14,2.75,45.75,f
1073,FORM-2024,2024-12-15,2.43,Low,2022-03-14,2.37,49.52,f
1073,FORM-2025,2025-12-15,3.38,Medium,2022-03-14,3.26,63.99,f
1074,FORM-2025,2025-12-15,2.37,Low,,2.19,49.19,f
1075,FORM-2022,2022-12-15,3.63,Medium,2020-04-20,3.42,65.66,f
1075,FORM-2023,2023-12-15,2.92,Medium,2020-04-20,2.77,49.82,f
1075,FORM-2024,2024-12-15,2.28,Low,2020-04-20,1.82,45.20,f
1075,FORM-2025,2025-12-15,2.58,Medium,2020-04-20,3.03,53.96,f
1076,FORM-2023,2023-12-15,2.44,Low,2026-01-21,2.16,46.00,f
1076,FORM-2024,2024-12-15,2.27,Low,2026-01-21,2.25,52.00,f
1076,FORM-2025,2025-12-15,2.79,Medium,2026-01-21,2.62,43.97,f
1077,FORM-2022,2022-12-15,3.11,Medium,2026-01-08,3.13,61.41,f
1077,FORM-2023,2023-12-15,3.94,Medium,2026-01-08,3.58,84.04,f
1077,FORM-2024,2024-12-15,3.60,Medium,2026-01-08,3.14,65.35,f
1077,FORM-2025,2025-12-15,3.53,Medium,2026-01-08,3.51,60.61,f
1078,FORM-2022,2022-12-15,4.29,High,2025-03-20,4.29,90.89,f
1078,FORM-2023,2023-12-15,4.57,High,2025-03-20,4.50,87.59,t
1078,FORM-2024,2024-12-15,4.14,High,2025-03-20,3.71,89.27,f
1078,FORM-2025,2025-12-15,3.82,Medium,2025-03-20,3.71,69.59,f
1079,FORM-2022,2022-12-15,3.20,Medium,2026-01-08,3.12,66.76,f
1079,FORM-2023,2023-12-15,3.84,Medium,2026-01-08,3.26,72.67,f
1079,FORM-2024,2024-12-15,4.11,High,2026-01-08,4.57,81.30,f
1079,FORM-2025,2025-12-15,4.04,High,2026-01-08,4.04,78.38,f
1080,FORM-2022,2022-12-15,2.37,Low,2024-06-03,2.14,39.35,f
1080,FORM-2023,2023-12-15,3.18,Medium,2024-06-03,3.39,62.47,f
1080,FORM-2024,2024-12-15,2.63,Medium,2024-06-03,2.88,65.90,f
1080,FORM-2025,2025-12-15,2.08,Low,2024-06-03,2.22,42.42,f
1081,FORM-2022,2022-12-15,4.01,High,2024-09-30,4.18,89.43,f
1081,FORM-2023,2023-12-15,3.79,Medium,2024-09-30,4.33,68.72,f
1081,FORM-2024,2024-12-15,4.23,High,2024-09-30,3.87,76.09,f
1081,FORM-2025,2025-12-15,4.06,High,2024-09-30,4.24,77.73,f
1082,FORM-2024,2024-12-15,3.23,Medium,2026-01-08,3.05,71.27,f
1082,FORM-2025,2025-12-15,2.21,Low,2026-01-08,2.26,45.92,f
1083,FORM-2022,2022-12-15,3.96,Medium,2022-02-22,3.96,78.48,f
1083,FORM-2023,2023-12-15,2.56,Medium,2022-02-22,2.19,57.18,f
1083,FORM-2024,2024-12-15,4.20,High,2022-02-22,4.54,84.37,f
1083,FORM-2025,2025-12-15,4.69,High,2022-02-22,4.66,99.99,t
1084,FORM-2022,2022-12-15,3.62,Medium,2022-03-16,3.48,77.83,f
1084,FORM-2023,2023-12-15,3.13,Medium,2022-03-16,3.51,73.66,f
1084,FORM-2024,2024-12-15,3.85,Medium,2022-03-16,4.19,73.78,f
1084,FORM-2025,2025-12-15,3.73,Medium,2022-03-16,3.79,71.28,f
1085,FORM-2022,2022-12-15,4.20,High,2025-09-26,4.42,87.90,f
1085,FORM-2023,2023-12-15,3.59,Medium,2025-09-26,3.21,74.30,f
1085,FORM-2024,2024-12-15,3.67,Medium,2025-09-26,3.27,66.17,f
1085,FORM-2025,2025-12-15,3.71,Medium,2025-09-26,4.09,76.49,f
1086,FORM-2022,2022-12-15,3.41,Medium,2026-01-08,3.14,62.24,f
1086,FORM-2023,2023-12-15,3.34,Medium,2026-01-08,3.38,73.47,f
1086,FORM-2024,2024-12-15,5.00,High,2026-01-08,5.00,97.11,t
1086,FORM-2025,2025-12-15,4.32,High,2026-01-08,4.34,96.85,f
1087,FORM-2022,2022-12-15,3.21,Medium,2024-09-18,3.09,69.99,f
1087,FORM-2023,2023-12-15,2.55,Medium,2024-09-18,2.39,49.12,f
1087,FORM-2024,2024-12-15,2.82,Medium,2024-09-18,2.30,62.48,f
1087,FORM-2025,2025-12-15,4.29,High,2024-09-18,3.98,93.92,f
1090,FORM-2023,2023-12-15,1.65,Low,,1.63,28.02,f
1090,FORM-2024,2024-12-15,2.59,Medium,,2.72,44.05,f
1090,FORM-2025,2025-12-15,2.42,Low,,2.60,42.83,f
1091,FORM-2022,2022-12-15,4.02,High,2025-03-17,4.34,77.56,f
1091,FORM-2023,2023-12-15,4.11,High,2025-03-17,3.62,78.51,f
1091,FORM-2024,2024-12-15,3.67,Medium,2025-03-17,3.91,80.01,f
1091,FORM-2025,2025-12-15,3.89,Medium,2025-03-17,3.90,81.93,f
1092,FORM-2024,2024-12-15,3.87,Medium,2026-01-08,3.50,82.82,f
1092,FORM-2025,2025-12-15,4.13,High,2026-01-08,4.10,79.14,f
1093,FORM-2023,2023-12-15,4.82,High,2026-01-08,4.59,96.83,t
1093,FORM-2024,2024-12-15,3.50,Medium,2026-01-08,3.49,76.82,f
1093,FORM-2025,2025-12-15,4.05,High,2026-01-08,3.97,85.88,f
1094,FORM-2022,2022-12-15,3.87,Medium,2019-01-11,3.85,74.82,f
1094,FORM-2023,2023-12-15,3.04,Medium,2019-01-11,2.57,70.11,f
1094,FORM-2024,2024-12-15,3.05,Medium,2019-01-11,2.76,55.90,f
1094,FORM-2025,2025-12-15,2.83,Medium,2019-01-11,3.11,56.08,f
1095,FORM-2022,2022-12-15,2.91,Medium,2023-10-09,2.71,52.20,f
1095,FORM-2023,2023-12-15,3.96,Medium,2023-10-09,3.60,79.69,f
1095,FORM-2024,2024-12-15,3.64,Medium,2023-10-09,3.73,74.16,f
1095,FORM-2025,2025-12-15,3.33,Medium,2023-10-09,2.74,66.50,f
1096,FORM-2022,2022-12-15,3.60,Medium,2024-04-05,3.27,80.68,f
1096,FORM-2023,2023-12-15,4.48,High,2024-04-05,4.39,91.74,f
1096,FORM-2024,2024-12-15,3.85,Medium,2024-04-05,3.38,74.42,f
1096,FORM-2025,2025-12-15,4.29,High,2024-04-05,4.26,79.81,f
1097,FORM-2022,2022-12-15,4.42,High,2026-01-08,4.51,81.44,f
1097,FORM-2023,2023-12-15,3.57,Medium,2026-01-08,3.46,65.50,f
1097,FORM-2024,2024-12-15,4.23,High,2026-01-08,4.09,85.42,f
1097,FORM-2025,2025-12-15,4.74,High,2026-01-08,4.57,88.18,t
1098,FORM-2022,2022-12-15,3.40,Medium,2021-02-14,3.29,65.99,f
1098,FORM-2023,2023-12-15,2.94,Medium,2021-02-14,2.55,56.44,f
1098,FORM-2024,2024-12-15,2.75,Medium,2021-02-14,2.47,72.04,f
1098,FORM-2025,2025-12-15,4.61,High,2021-02-14,5.00,90.35,t
1099,FORM-2022,2022-12-15,3.30,Medium,2025-04-01,3.44,59.83,f
1099,FORM-2023,2023-12-15,3.71,Medium,2025-04-01,3.48,79.56,f
1099,FORM-2024,2024-12-15,3.80,Medium,2025-04-01,3.88,72.36,f
1099,FORM-2025,2025-12-15,3.75,Medium,2025-04-01,3.30,74.40,f
1101,FORM-2022,2022-12-15,3.24,Medium,2018-11-10,3.34,61.98,f
1101,FORM-2023,2023-12-15,2.90,Medium,2018-11-10,2.92,66.76,f
1101,FORM-2024,2024-12-15,3.33,Medium,2018-11-10,3.78,51.59,f
1101,FORM-2025,2025-12-15,2.97,Medium,2018-11-10,2.90,51.40,f
1102,FORM-2022,2022-12-15,2.48,Low,2021-04-01,2.49,43.63,f
1102,FORM-2023,2023-12-15,3.45,Medium,2021-04-01,3.41,67.69,f
1102,FORM-2024,2024-12-15,3.54,Medium,2021-04-01,3.69,66.09,f
1102,FORM-2025,2025-12-15,4.42,High,2021-04-01,4.73,78.90,f
1103,FORM-2022,2022-12-15,3.41,Medium,2025-01-08,3.64,60.56,f
1103,FORM-2023,2023-12-15,3.56,Medium,2025-01-08,3.60,77.21,f
1103,FORM-2024,2024-12-15,4.44,High,2025-01-08,4.40,92.05,f
1103,FORM-2025,2025-12-15,4.02,High,2025-01-08,4.43,80.33,f
1104,FORM-2022,2022-12-15,2.43,Low,,2.38,40.83,f
1104,FORM-2023,2023-12-15,1.85,Low,,1.18,45.82,f
1104,FORM-2024,2024-12-15,3.48,Medium,,3.05,74.69,f
1104,FORM-2025,2025-12-15,2.70,Medium,,2.65,57.73,f
1105,FORM-2022,2022-12-15,3.35,Medium,2024-10-27,4.01,72.44,f
1105,FORM-2023,2023-12-15,3.01,Medium,2024-10-27,2.74,68.47,f
1105,FORM-2024,2024-12-15,3.27,Medium,2024-10-27,3.22,66.30,f
1105,FORM-2025,2025-12-15,3.43,Medium,2024-10-27,3.72,62.93,f
1106,FORM-2022,2022-12-15,2.25,Low,2024-06-12,2.11,40.23,f
1106,FORM-2023,2023-12-15,3.08,Medium,2024-06-12,2.66,55.94,f
1106,FORM-2024,2024-12-15,2.67,Medium,2024-06-12,2.91,46.87,f
1106,FORM-2025,2025-12-15,3.29,Medium,2024-06-12,3.65,63.76,f
1107,FORM-2022,2022-12-15,4.04,High,2025-07-05,4.29,84.25,f
1107,FORM-2023,2023-12-15,3.56,Medium,2025-07-05,3.30,78.95,f
1107,FORM-2024,2024-12-15,3.94,Medium,2025-07-05,3.76,76.69,f
1107,FORM-2025,2025-12-15,3.82,Medium,2025-07-05,3.38,79.30,f
1108,FORM-2022,2022-12-15,3.92,Medium,2025-03-13,3.76,73.35,f
1108,FORM-2023,2023-12-15,3.19,Medium,2025-03-13,3.14,75.90,f
1108,FORM-2024,2024-12-15,3.83,Medium,2025-03-13,3.87,72.92,f
1108,FORM-2025,2025-12-15,3.44,Medium,2025-03-13,3.39,61.82,f
1110,FORM-2022,2022-12-15,2.74,Medium,2018-03-25,2.85,48.38,f
1110,FORM-2023,2023-12-15,2.29,Low,2018-03-25,2.25,43.41,f
1110,FORM-2024,2024-12-15,2.09,Low,2018-03-25,2.39,48.85,f
1110,FORM-2025,2025-12-15,3.99,Medium,2018-03-25,3.88,83.22,f
1111,FORM-2022,2022-12-15,4.46,High,2021-12-29,4.60,96.10,f
1111,FORM-2023,2023-12-15,3.93,Medium,2021-12-29,3.81,81.41,f
1111,FORM-2024,2024-12-15,4.10,High,2021-12-29,4.27,88.55,f
1111,FORM-2025,2025-12-15,3.93,Medium,2021-12-29,3.88,85.67,f
1112,FORM-2022,2022-12-15,3.33,Medium,2023-05-02,3.12,72.29,f
1112,FORM-2023,2023-12-15,2.33,Low,2023-05-02,2.61,51.67,f
1112,FORM-2024,2024-12-15,3.40,Medium,2023-05-02,3.69,65.59,f
