user_id,start_date,seq_number,event_reason,businessunit,company,location,division,job_code,job_family,group_job,hiresource,contract_id,contract_name,degreeofproductivity
1008,2015-05-20,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,SR-BACK-ENG,Software Engineering,Technical,Indeed,CTR-NVT-00008,Permanent,84.8
1008,2018-05-30,2,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,LEAD-BACK-ENG,Software Engineering,Technical,Other,,Permanent,83.63
1009,2019-08-23,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,BACK-ENG,Software Engineering,Technical,Company Website,CTR-NVT-00009,Permanent,66.21
1010,2025-10-08,1,Hiring,Finance,Novaryn Tech,Novaryn Tech - Paris,Finance & Administration,SR-FA-FIN,Finance,Operations,Company Website,CTR-NVT-00010,Permanent,65.49
1011,2025-09-16,1,Hiring,Finance,Novaryn Tech,Novaryn Tech - Paris,Finance & Administration,LEAD-FA-FIN,Finance,Operations,LinkedIn,CTR-NVT-00011,Permanent,75.42
1012,2019-03-11,1,Hiring,Marketing,Novaryn Tech,Novaryn Tech - Paris,Commercial,CMO,Executive,Executive,Other,CTR-NVT-00012,Permanent,78.68
1013,2014-08-24,1,Hiring,Finance,Novaryn Tech,Novaryn Tech - Lyon,Finance & Administration,SR-FA-FIN,Finance,Operations,Indeed,CTR-NVT-00013,Permanent,68.83
1014,2017-09-22,1,Hiring,Sales,Novaryn Tech,Novaryn Tech - Paris,Commercial,BD-SALES,Sales Development,Operations,LinkedIn,CTR-NVT-00014,Permanent,72.53
1015,2018-06-18,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,LEAD-DATA-ENG,Data & Analytics,Technical,Referral,CTR-NVT-00015,Fixed-term,80.14
1016,2017-11-07,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,CONF-DATA-ENG,Data & Analytics,Technical,LinkedIn,CTR-NVT-00016,Permanent,85.77
1016,2020-11-23,2,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,SR-DATA-ENG,Data & Analytics,Technical,Other,,Permanent,89.59
1016,2023-11-27,3,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,LEAD-DATA-ENG,Data & Analytics,Technical,Other,,Permanent,80.34
1017,2025-09-24,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,SECU-ENG,Cybersecurity,Technical,LinkedIn,CTR-NVT-00017,Fixed-term,69.99
1018,2019-10-25,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Lyon,Technology,DEVOPS-ENG,Infrastructure,Technical,LinkedIn,CTR-NVT-00018,Fixed-term,78.08
1018,2022-11-09,2,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Lyon,Technology,CONF-DEVOPS-ENG,Infrastructure,Technical,Other,,Fixed-term,83.01
1018,2025-10-30,3,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Lyon,Technology,SR-DEVOPS-ENG,Infrastructure,Technical,Other,,Fixed-term,86.92
1019,2018-06-10,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Toulouse,Technology,CONF-DATA-SCI,AI & Machine Learning,Technical,Other,CTR-NVT-00019,Permanent,88.33
1019,2021-05-11,2,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Toulouse,Technology,SR-DATA-SCI,AI & Machine Learning,Technical,Other,,Permanent,76.28
1019,2024-05-18,3,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Toulouse,Technology,LEAD-DATA-SCI,AI & Machine Learning,Technical,Other,,Permanent,96.38
1020,2016-12-26,1,Hiring,Product,Novaryn Tech,Novaryn Tech - Paris,Technology,SR-PO-PROD,Product Management,Technical,Welcome to the Jungle,CTR-NVT-00020,Permanent,68.73
1020,2019-12-28,2,Promotion,Product,Novaryn Tech,Novaryn Tech - Paris,Technology,LEAD-PO-PROD,Product Management,Technical,Other,,Permanent,79.65
1021,2018-02-25,1,Hiring,Finance,Novaryn Tech,Novaryn Tech - Lyon,Finance & Administration,CONF-FA-FIN,Finance,Operations,Referral,CTR-NVT-00021,Permanent,87.62
1021,2021-02-24,2,Promotion,Finance,Novaryn Tech,Novaryn Tech - Lyon,Finance & Administration,SR-FA-FIN,Finance,Operations,Other,,Permanent,97.75
1021,2024-02-24,3,Promotion,Finance,Novaryn Tech,Novaryn Tech - Lyon,Finance & Administration,LEAD-FA-FIN,Finance,Operations,Other,,Permanent,79.1
1022,2023-12-27,1,Hiring,Sales,Novaryn Tech,Novaryn Tech - Lyon,Commercial,AM-SALES,Enterprise Sales,Operations,Headhunter,CTR-NVT-00022,Permanent,86.85
1023,2023-04-01,1,Hiring,Sales,Novaryn Tech,Novaryn Tech - Paris,Commercial,SR-SMGR-SALES,Sales Management,Operations,Referral,CTR-NVT-00023,Permanent,74.01
1024,2016-12-03,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Lyon,Technology,FULL-ENG,Software Engineering,Technical,LinkedIn,CTR-NVT-00024,Permanent,75.65
1024,2019-12-27,2,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Lyon,Technology,CONF-FULL-ENG,Software Engineering,Technical,Other,,Permanent,90.68
1024,2022-12-27,3,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Lyon,Technology,SR-FULL-ENG,Software Engineering,Technical,Other,,Permanent,79.04
1024,2025-11-24,4,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Lyon,Technology,LEAD-FULL-ENG,Software Engineering,Technical,Other,,Permanent,85.87
1025,2013-09-19,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Toulouse,Technology,DATA-ENG,Data & Analytics,Technical,Headhunter,CTR-NVT-00025,Permanent,80.55
1025,2019-10-11,2,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Toulouse,Technology,SR-DATA-ENG,Data & Analytics,Technical,Other,,Permanent,83.54
1025,2022-09-14,3,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Toulouse,Technology,LEAD-DATA-ENG,Data & Analytics,Technical,Other,,Permanent,99.17
1026,2019-09-18,1,Hiring,Finance,Novaryn Tech,Novaryn Tech - Lille,Finance & Administration,CTRL-FIN,Finance,Operations,Referral,CTR-NVT-00026,Permanent,74.64
1027,2014-10-07,1,Hiring,Marketing,Novaryn Tech,Novaryn Tech - Paris,Commercial,CONT-MKT,Content & Comms,Marketing,Referral,CTR-NVT-00027,Fixed-term,84.92
1027,2017-10-21,2,Promotion,Marketing,Novaryn Tech,Novaryn Tech - Paris,Commercial,CONF-CONT-MKT,Content & Comms,Marketing,Other,,Fixed-term,89.98
1028,2015-07-25,1,Hiring,Sales,Novaryn Tech,Novaryn Tech - Lyon,Commercial,SMGR-SALES,Sales Management,Operations,Indeed,CTR-NVT-00028,Permanent,87.78
1028,2018-07-31,2,Promotion,Sales,Novaryn Tech,Novaryn Tech - Lyon,Commercial,CONF-SMGR-SALES,Sales Management,Operations,Other,,Permanent,88.92
1028,2021-07-19,3,Promotion,Sales,Novaryn Tech,Novaryn Tech - Lyon,Commercial,SR-SMGR-SALES,Sales Management,Operations,Other,,Permanent,93.14
1028,2024-08-19,4,Promotion,Sales,Novaryn Tech,Novaryn Tech - Lyon,Commercial,LEAD-SMGR-SALES,Sales Management,Operations,Other,,Permanent,93.06
1029,2023-08-18,1,Hiring,Product,Novaryn Tech,Novaryn Tech - Marseille,Technology,UX-PROD,Design,Technical,LinkedIn,CTR-NVT-00029,Permanent,89.34
1030,2022-05-13,1,Hiring,Marketing,Novaryn Tech,Novaryn Tech - Paris,Commercial,CONF-BRAND-MKT,Brand Management,Marketing,Referral,CTR-NVT-00030,Permanent,88.01
1030,2025-05-09,2,Promotion,Marketing,Novaryn Tech,Novaryn Tech - Paris,Commercial,SR-BRAND-MKT,Brand Management,Marketing,Other,,Permanent,85.7
1031,2021-02-01,1,Hiring,Marketing,Novaryn Tech,Novaryn Tech - Bordeaux,Commercial,GROWTH-MKT,Growth Marketing,Marketing,Headhunter,CTR-NVT-00031,Permanent,72.86
1032,2019-11-12,1,Hiring,Marketing,Novaryn Tech,Novaryn Tech - Lyon,Commercial,BRAND-MKT,Brand Management,Marketing,Headhunter,CTR-NVT-00032,Permanent,84.19
1032,2022-11-18,2,Promotion,Marketing,Novaryn Tech,Novaryn Tech - Lyon,Commercial,CONF-BRAND-MKT,Brand Management,Marketing,Other,,Permanent,78.93
1033,2022-11-20,1,Hiring,Finance,Novaryn Tech,Novaryn Tech - Lyon,Finance & Administration,SR-FA-FIN,Finance,Operations,Referral,CTR-NVT-00033,Permanent,77.98
1034,2023-08-25,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Bordeaux,Technology,INFRA-ENG,Infrastructure,Technical,Headhunter,CTR-NVT-00034,Permanent,75.82
1035,2025-03-14,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,SR-FULL-ENG,Software Engineering,Technical,Headhunter,CTR-NVT-00035,Permanent,77.05
1036,2025-12-24,1,Hiring,Product,Novaryn Tech,Novaryn Tech - Marseille,Technology,PM-PROD,Product Management,Technical,Headhunter,CTR-NVT-00036,Permanent,81.04
1037,2018-10-28,1,Hiring,Marketing,Novaryn Tech,Novaryn Tech - Paris,Commercial,SR-GROWTH-MKT,Growth Marketing,Marketing,Referral,CTR-NVT-00037,Permanent,85.66
1038,2015-08-04,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Toulouse,Technology,CONF-SECU-ENG,Cybersecurity,Technical,LinkedIn,CTR-NVT-00038,Permanent,65.29
1038,2021-08-04,2,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Toulouse,Technology,LEAD-SECU-ENG,Cybersecurity,Technical,Other,,Permanent,96.74
1039,2017-05-09,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,SR-FULL-ENG,Software Engineering,Technical,Indeed,CTR-NVT-00039,Permanent,66.87
1039,2020-04-24,2,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,LEAD-FULL-ENG,Software Engineering,Technical,Other,,Permanent,85.28
1040,2020-06-29,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Lille,Technology,DATA-ENG,Data & Analytics,Technical,Headhunter,CTR-NVT-00040,Permanent,77.67
1040,2023-06-23,2,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Lille,Technology,CONF-DATA-ENG,Data & Analytics,Technical,Other,,Permanent,82.87
1041,2019-10-22,1,Hiring,Marketing,Novaryn Tech,Novaryn Tech - Bordeaux,Commercial,PMM-MKT,Product Marketing,Marketing,Welcome to the Jungle,CTR-NVT-00041,Permanent,76.48
1041,2025-11-15,2,Promotion,Marketing,Novaryn Tech,Novaryn Tech - Bordeaux,Commercial,SR-PMM-MKT,Product Marketing,Marketing,Other,,Permanent,86.97
1042,2014-05-17,1,Hiring,Marketing,Novaryn Tech,Novaryn Tech - Paris,Commercial,CONT-MKT,Content & Comms,Marketing,Referral,CTR-NVT-00042,Permanent,89.52
1042,2020-05-12,2,Promotion,Marketing,Novaryn Tech,Novaryn Tech - Paris,Commercial,SR-CONT-MKT,Content & Comms,Marketing,Other,,Permanent,85.07
1042,2023-04-17,3,Promotion,Marketing,Novaryn Tech,Novaryn Tech - Paris,Commercial,LEAD-CONT-MKT,Content & Comms,Marketing,Other,,Permanent,96.17
1043,2021-07-20,1,Hiring,HR,Novaryn Tech,Novaryn Tech - Marseille,People & Culture,SR-HRBP-HR,Human Resources,Support,Indeed,CTR-NVT-00043,Permanent,89.08
1043,2024-08-15,2,Promotion,HR,Novaryn Tech,Novaryn Tech - Marseille,People & Culture,LEAD-HRBP-HR,Human Resources,Support,Other,,Permanent,89.18
1044,2024-09-15,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Toulouse,Technology,CONF-FRONT-ENG,Software Engineering,Technical,Welcome to the Jungle,CTR-NVT-00044,Fixed-term,81.79
1045,2021-12-04,1,Hiring,Marketing,Novaryn Tech,Novaryn Tech - Paris,Commercial,LEAD-CONT-MKT,Content & Comms,Marketing,Welcome to the Jungle,CTR-NVT-00045,Permanent,74.08
1045,2023-02-05,2,Data Change,Marketing,Novaryn Tech,Novaryn Tech - Paris,Commercial,LEAD-CONT-MKT,Content & Comms,Marketing,Other,,Permanent,80.3
1046,2015-09-24,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Toulouse,Technology,QA-ENG,Quality Assurance,Technical,Indeed,CTR-NVT-00046,Internship,84.19
1046,2018-10-09,2,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Toulouse,Technology,CONF-QA-ENG,Quality Assurance,Technical,Other,,Internship,88.46
1046,2024-10-12,3,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Toulouse,Technology,LEAD-QA-ENG,Quality Assurance,Technical,Other,,Internship,92.5
1047,2020-05-24,1,Hiring,Marketing,Novaryn Tech,Novaryn Tech - Paris,Commercial,CONF-PMM-MKT,Product Marketing,Marketing,Company Website,CTR-NVT-00047,Fixed-term,85.75
1048,2012-10-19,1,Hiring,HR,Novaryn Tech,Novaryn Tech - Paris,People & Culture,PAYROLL-OP,Payroll,Operations,Company Website,CTR-NVT-00048,Permanent,78.05
1048,2018-09-29,2,Promotion,HR,Novaryn Tech,Novaryn Tech - Paris,People & Culture,SR-PAYROLL-OP,Payroll,Operations,Other,,Permanent,86.83
1049,2022-09-03,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,QA-ENG,Quality Assurance,Technical,LinkedIn,CTR-NVT-00049,Permanent,75.23
1049,2025-08-16,2,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,CONF-QA-ENG,Quality Assurance,Technical,Other,,Permanent,78.13
1050,2019-03-08,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,CONF-BACK-ENG,Software Engineering,Technical,LinkedIn,CTR-NVT-00050,Permanent,74.82
1050,2022-03-28,2,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,SR-BACK-ENG,Software Engineering,Technical,Other,,Permanent,80.19
1050,2025-03-26,3,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,LEAD-BACK-ENG,Software Engineering,Technical,Other,,Permanent,87.12
1051,2018-07-18,1,Hiring,Product,Novaryn Tech,Novaryn Tech - Paris,Technology,PO-PROD,Product Management,Technical,Welcome to the Jungle,CTR-NVT-00051,Permanent,85.94
1051,2021-08-06,2,Promotion,Product,Novaryn Tech,Novaryn Tech - Paris,Technology,CONF-PO-PROD,Product Management,Technical,Other,,Permanent,93.62
1051,2024-07-25,3,Promotion,Product,Novaryn Tech,Novaryn Tech - Paris,Technology,SR-PO-PROD,Product Management,Technical,Other,,Permanent,97.04
1052,2019-12-18,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,FULL-ENG,Software Engineering,Technical,Referral,CTR-NVT-00052,Permanent,77.47
1052,2022-11-21,2,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,CONF-FULL-ENG,Software Engineering,Technical,Other,,Permanent,86.17
1052,2025-12-25,3,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,SR-FULL-ENG,Software Engineering,Technical,Other,,Permanent,86.62
1053,2012-03-12,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,DEVOPS-ENG,Infrastructure,Technical,Company Website,CTR-NVT-00053,Internship,88.03
1053,2015-03-19,2,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,CONF-DEVOPS-ENG,Infrastructure,Technical,Other,,Internship,77.82
1053,2021-03-24,3,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,LEAD-DEVOPS-ENG,Infrastructure,Technical,Other,,Internship,91.21
1054,2013-12-12,1,Hiring,Product,Novaryn Tech,Novaryn Tech - Lyon,Technology,SR-UX-PROD,Design,Technical,Company Website,CTR-NVT-00054,Permanent,77.6
1054,2016-12-20,2,Promotion,Product,Novaryn Tech,Novaryn Tech - Lyon,Technology,LEAD-UX-PROD,Design,Technical,Other,,Permanent,98.15
1055,2022-11-26,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,SR-INFRA-ENG,Infrastructure,Technical,LinkedIn,CTR-NVT-00055,Permanent,71.84
1056,2016-12-28,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Lyon,Technology,CONF-DATA-SCI,AI & Machine Learning,Technical,Company Website,CTR-NVT-00056,Fixed-term,76.32
1056,2019-12-24,2,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Lyon,Technology,SR-DATA-SCI,AI & Machine Learning,Technical,Other,,Fixed-term,89.26
1057,2019-09-20,1,Hiring,Sales,Novaryn Tech,Novaryn Tech - Paris,Commercial,AM-SALES,Enterprise Sales,Operations,LinkedIn,CTR-NVT-00057,Fixed-term,86.08
1057,2022-09-10,2,Promotion,Sales,Novaryn Tech,Novaryn Tech - Paris,Commercial,CONF-AM-SALES,Enterprise Sales,Operations,Other,,Fixed-term,89.66
1058,2024-03-29,1,Hiring,Sales,Novaryn Tech,Novaryn Tech - Marseille,Commercial,CONF-AM-SALES,Enterprise Sales,Operations,Referral,CTR-NVT-00058,Permanent,70.02
1059,2024-12-17,1,Hiring,Finance,Novaryn Tech,Novaryn Tech - Bordeaux,Finance & Administration,LEAD-FA-FIN,Finance,Operations,Indeed,CTR-NVT-00059,Permanent,72.26
1060,2013-10-23,1,Hiring,HR,Novaryn Tech,Novaryn Tech - Marseille,People & Culture,HRBP-HR,Human Resources,Support,Headhunter,CTR-NVT-00060,Permanent,81.81
1061,2020-08-20,1,Hiring,Marketing,Novaryn Tech,Novaryn Tech - Bordeaux,Commercial,LEAD-BRAND-MKT,Brand Management,Marketing,Headhunter,CTR-NVT-00061,Permanent,82.36
1062,2018-05-12,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Lyon,Technology,BACK-ENG,Software Engineering,Technical,LinkedIn,CTR-NVT-00062,Fixed-term,67.89
1062,2021-05-12,2,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Lyon,Technology,CONF-BACK-ENG,Software Engineering,Technical,Other,,Fixed-term,86.82
1063,2025-03-31,1,Hiring,Product,Novaryn Tech,Novaryn Tech - Lyon,Technology,LEAD-PM-PROD,Product Management,Technical,Indeed,CTR-NVT-00063,Permanent,81.86
1064,2017-07-07,1,Hiring,HR,Novaryn Tech,Novaryn Tech - Marseille,People & Culture,SR-HRBP-HR,Human Resources,Support,Indeed,CTR-NVT-00064,Permanent,78.35
1065,2013-11-26,1,Hiring,HR,Novaryn Tech,Novaryn Tech - Toulouse,People & Culture,SR-TA-HR,Talent Acquisition,Support,LinkedIn,CTR-NVT-00065,Fixed-term,65.32
1065,2016-11-20,2,Promotion,HR,Novaryn Tech,Novaryn Tech - Toulouse,People & Culture,LEAD-TA-HR,Talent Acquisition,Support,Other,,Fixed-term,81.2
1066,2016-01-27,1,Hiring,Sales,Novaryn Tech,Novaryn Tech - Paris,Commercial,CSO,Executive,Executive,Referral,CTR-NVT-00066,Permanent,70.0
1067,2021-08-26,1,Hiring,Product,Novaryn Tech,Novaryn Tech - Toulouse,Technology,CONF-UX-PROD,Design,Technical,Company Website,CTR-NVT-00067,Permanent,69.02
1067,2024-08-12,2,Promotion,Product,Novaryn Tech,Novaryn Tech - Toulouse,Technology,SR-UX-PROD,Design,Technical,Other,,Permanent,79.22
1067,2025-12-27,3,Transfer,Product,Novaryn Tech,Novaryn Tech - Paris,Technology,SR-UX-PROD,Design,Technical,Other,,Permanent,80.97
1068,2024-06-13,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,CONF-DATA-ENG,Data & Analytics,Technical,LinkedIn,CTR-NVT-00068,Permanent,76.31
1069,2024-12-09,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Lyon,Technology,DEVOPS-ENG,Infrastructure,Technical,Indeed,CTR-NVT-00069,Permanent,81.89
1070,2014-02-20,1,Hiring,Finance,Novaryn Tech,Novaryn Tech - Toulouse,Finance & Administration,ADMIN-OP,Operations,Operations,Headhunter,CTR-NVT-00070,Permanent,70.61
1070,2017-02-14,2,Promotion,Finance,Novaryn Tech,Novaryn Tech - Toulouse,Finance & Administration,CONF-ADMIN-OP,Operations,Operations,Other,,Permanent,79.23
1071,2020-02-01,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Bordeaux,Technology,CONF-DATA-ENG,Data & Analytics,Technical,Indeed,CTR-NVT-00071,Permanent,81.61
1071,2026-02-21,2,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Bordeaux,Technology,LEAD-DATA-ENG,Data & Analytics,Technical,Other,,Permanent,99.47
1072,2016-07-05,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Lille,Technology,SR-ML-ENG,AI & Machine Learning,Technical,Headhunter,CTR-NVT-00072,Permanent,78.8
1072,2019-06-21,2,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Lille,Technology,LEAD-ML-ENG,AI & Machine Learning,Technical,Other,,Permanent,82.47
1073,2019-03-14,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Lille,Technology,FRONT-ENG,Software Engineering,Technical,Indeed,CTR-NVT-00073,Fixed-term,86.51
1073,2022-02-26,2,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Lille,Technology,CONF-FRONT-ENG,Software Engineering,Technical,Other,,Fixed-term,94.05
1074,2024-11-06,1,Hiring,Sales,Novaryn Tech,Novaryn Tech - Paris,Commercial,CSM-SALES,Customer Success,Operations,LinkedIn,CTR-NVT-00074,Permanent,83.88
1075,2017-04-20,1,Hiring,Product,Novaryn Tech,Novaryn Tech - Toulouse,Technology,CONF-PM-PROD,Product Management,Technical,LinkedIn,CTR-NVT-00075,Permanent,80.08
1076,2023-01-21,1,Hiring,Marketing,Novaryn Tech,Novaryn Tech - Toulouse,Commercial,CONF-CONT-MKT,Content & Comms,Marketing,LinkedIn,CTR-NVT-00076,Permanent,69.44
1077,2020-10-21,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,LEAD-FRONT-ENG,Software Engineering,Technical,Company Website,CTR-NVT-00077,Permanent,69.34
1078,2016-03-20,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Marseille,Technology,QA-ENG,Quality Assurance,Technical,Referral,CTR-NVT-00078,Permanent,74.43
1078,2019-03-25,2,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Marseille,Technology,CONF-QA-ENG,Quality Assurance,Technical,Other,,Permanent,79.81
1078,2022-04-13,3,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Marseille,Technology,SR-QA-ENG,Quality Assurance,Technical,Other,,Permanent,81.61
1078,2025-04-04,4,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Marseille,Technology,LEAD-QA-ENG,Quality Assurance,Technical,Other,,Permanent,98.62
1079,2017-10-01,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Lille,Technology,CONF-DEVOPS-ENG,Infrastructure,Technical,Other,CTR-NVT-00079,Permanent,79.92
1079,2023-10-24,2,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Lille,Technology,LEAD-DEVOPS-ENG,Infrastructure,Technical,Other,,Permanent,92.56
1080,2021-06-03,1,Hiring,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,DATA-SCI,AI & Machine Learning,Technical,LinkedIn,CTR-NVT-00080,Permanent,79.32
1080,2024-06-23,2,Promotion,Engineering,Novaryn Tech,Novaryn Tech - Paris,Technology,CONF-DATA-SCI,AI & Machine Learning,Technical,Other,,Permanent,89.57
1081,2015-09-30,1,Hiring,Sales,Novaryn Tech,Novaryn Tech - Paris,Commercial,BD-SALES,Sales Development,Operations,Referral,CTR-NVT-00081,Permanent,88.92
1081,2018-10-20,2,Promotion,Sales,Novaryn Tech,Novaryn Tech - Paris,Commercial,CONF-BD-SALES,Sales Development,Operations,Other,,Permanent,85.11
1081,2021-10-04,3,Promotion,Sales,Novaryn Tech,Novaryn Tech - Paris,Commercial,SR-BD-SALES,Sales Development,Operations,Other,,Permanent,84.88
1081,2024-10-26,4,Promotion,Sales,Novaryn Tech,Novaryn Tech - Paris,Commercial,LEAD-BD-SALES,Sales Development,Operations,Other,,Permanent,82.69
1082,2024-01-16,1,Hiring,Product,Novaryn Tech,Novaryn Tech - Paris,Technology,CONF-PM-PROD,Product Management,Technical,Referral,CTR-NVT-00082,Permanent,74.02
1083,2013-02-22,1,Hiring,Sales,Novaryn Tech,Novaryn Tech - Marseille,Commercial,AM-SALES,Enterprise Sales,Operations,LinkedIn,CTR-NVT-00083,Permanent,83.82
1083,2016-02-27,2,Promotion,Sales,Novaryn Tech,Novaryn Tech - Marseille,Commercial,CONF-AM-SALES,Enterprise Sales,Operations,Other,,Permanent,92.12
