user_id,pay_date,pay_component,value,currency_code,notes,operation
1014,2024-03-15,PERFAWARD,11537.24,EUR,Prime de performance annuelle 2024,ADD
1014,2022-10-07,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1015,2022-03-15,PERFAWARD,9741.82,EUR,Prime de performance annuelle 2022,ADD
1015,2023-03-15,PERFAWARD,12845.32,EUR,Prime de performance annuelle 2023,ADD
1015,2024-03-15,PERFAWARD,9841.16,EUR,Prime de performance annuelle 2024,ADD
1015,2023-07-03,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1016,2022-03-15,PERFAWARD,11091.35,EUR,Prime de performance annuelle 2022,ADD
1016,2024-03-15,PERFAWARD,11595.12,EUR,Prime de performance annuelle 2024,ADD
1016,2022-11-22,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1017,2022-03-15,PERFAWARD,21924.69,EUR,Prime de performance annuelle 2022,ADD
1017,2023-03-15,PERFAWARD,22409.62,EUR,Prime de performance annuelle 2023,ADD
1017,2017-10-11,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1017,2022-10-11,MILESTONE,10000,EUR,Prime d'ancienneté 10 ans,ADD
1018,2022-03-15,PERFAWARD,21086.58,EUR,Prime de performance annuelle 2022,ADD
1018,2023-03-15,PERFAWARD,22829.29,EUR,Prime de performance annuelle 2023,ADD
1018,2024-03-15,PERFAWARD,22048.28,EUR,Prime de performance annuelle 2024,ADD
1018,2019-03-01,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1018,2024-02-29,MILESTONE,10000,EUR,Prime d'ancienneté 10 ans,ADD
1018,2022-06-27,SPOTBONUS,1361.89,EUR,Prime d'excellence,ADD
1019,2022-03-15,PERFAWARD,14712.35,EUR,Prime de performance annuelle 2022,ADD
1019,2023-03-15,PERFAWARD,17019.81,EUR,Prime de performance annuelle 2023,ADD
1019,2024-03-15,PERFAWARD,14014.32,EUR,Prime de performance annuelle 2024,ADD
1020,2023-03-15,PERFAWARD,797.73,EUR,Prime de performance annuelle 2023,ADD
1020,2024-03-15,PERFAWARD,874.11,EUR,Prime de performance annuelle 2024,ADD
1021,2022-03-15,PERFAWARD,14382.67,EUR,Prime de performance annuelle 2022,ADD
1021,2024-03-15,PERFAWARD,12973.39,EUR,Prime de performance annuelle 2024,ADD
1021,2024-05-26,REFERRAL,2500.0,EUR,Prime de cooptation,ADD
1021,2020-04-24,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1022,2024-03-15,PERFAWARD,1006.89,EUR,Prime de performance annuelle 2024,ADD
1023,2022-03-15,PERFAWARD,19987.58,EUR,Prime de performance annuelle 2022,ADD
1023,2024-03-15,PERFAWARD,18381.49,EUR,Prime de performance annuelle 2024,ADD
1023,2021-12-18,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1024,2022-03-15,PERFAWARD,16244.2,EUR,Prime de performance annuelle 2022,ADD
1024,2023-03-15,PERFAWARD,17857.74,EUR,Prime de performance annuelle 2023,ADD
1024,2024-03-15,PERFAWARD,13809.59,EUR,Prime de performance annuelle 2024,ADD
1024,2022-12-05,REFERRAL,2500.0,EUR,Prime de cooptation,ADD
1024,2018-10-04,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1024,2023-10-04,MILESTONE,10000,EUR,Prime d'ancienneté 10 ans,ADD
1025,2022-03-15,PERFAWARD,10704.2,EUR,Prime de performance annuelle 2022,ADD
1025,2023-03-15,PERFAWARD,10006.04,EUR,Prime de performance annuelle 2023,ADD
1025,2024-03-15,PERFAWARD,10077.47,EUR,Prime de performance annuelle 2024,ADD
1025,2023-12-24,REFERRAL,2500.0,EUR,Prime de cooptation,ADD
1025,2024-10-03,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1026,2022-03-15,PERFAWARD,14566.32,EUR,Prime de performance annuelle 2022,ADD
1026,2023-03-15,PERFAWARD,12252.53,EUR,Prime de performance annuelle 2023,ADD
1026,2024-03-15,PERFAWARD,14642.2,EUR,Prime de performance annuelle 2024,ADD
1026,2023-05-04,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1027,2024-03-15,PERFAWARD,2501.02,EUR,Prime de performance annuelle 2024,ADD
1028,2024-03-15,PERFAWARD,1796.78,EUR,Prime de performance annuelle 2024,ADD
1029,2024-03-15,PERFAWARD,3040.95,EUR,Prime de performance annuelle 2024,ADD
1030,2024-07-11,SIGNON,4206.97,EUR,Bonus de signature de contrat,ADD
1032,2023-03-15,PERFAWARD,1636.69,EUR,Prime de performance annuelle 2023,ADD
1032,2024-03-15,PERFAWARD,1641.17,EUR,Prime de performance annuelle 2024,ADD
1032,2024-12-22,SPOTBONUS,1428.28,EUR,Prime d'excellence,ADD
1033,2023-02-03,REFERRAL,2500.0,EUR,Prime de cooptation,ADD
1034,2022-03-15,PERFAWARD,27711.9,EUR,Prime de performance annuelle 2022,ADD
1034,2024-03-15,PERFAWARD,28020.99,EUR,Prime de performance annuelle 2024,ADD
1034,2023-07-28,REFERRAL,2500.0,EUR,Prime de cooptation,ADD
1034,2017-12-28,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1034,2022-12-28,MILESTONE,10000,EUR,Prime d'ancienneté 10 ans,ADD
1035,2022-03-15,PERFAWARD,8455.61,EUR,Prime de performance annuelle 2022,ADD
1035,2023-03-15,PERFAWARD,10280.59,EUR,Prime de performance annuelle 2023,ADD
1035,2024-03-15,PERFAWARD,8982.86,EUR,Prime de performance annuelle 2024,ADD
1035,2022-05-29,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1036,2022-03-15,PERFAWARD,19292.28,EUR,Prime de performance annuelle 2022,ADD
1036,2023-03-15,PERFAWARD,18309.69,EUR,Prime de performance annuelle 2023,ADD
1036,2018-03-02,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1036,2023-03-02,MILESTONE,10000,EUR,Prime d'ancienneté 10 ans,ADD
1037,2024-05-02,SIGNON,5483.91,EUR,Bonus de signature de contrat,ADD
1039,2023-03-15,PERFAWARD,1326.15,EUR,Prime de performance annuelle 2023,ADD
1039,2022-09-18,SPOTBONUS,800.74,EUR,Prime d'excellence,ADD
1040,2022-03-15,PERFAWARD,13854.13,EUR,Prime de performance annuelle 2022,ADD
1040,2023-03-15,PERFAWARD,13889.95,EUR,Prime de performance annuelle 2023,ADD
1040,2024-03-15,PERFAWARD,16040.5,EUR,Prime de performance annuelle 2024,ADD
1040,2021-07-18,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1041,2024-10-18,SIGNON,4952.1,EUR,Bonus de signature de contrat,ADD
1043,2022-03-15,PERFAWARD,15609.04,EUR,Prime de performance annuelle 2022,ADD
1043,2023-03-15,PERFAWARD,12654.5,EUR,Prime de performance annuelle 2023,ADD
1043,2023-11-01,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1045,2022-03-15,PERFAWARD,9370.58,EUR,Prime de performance annuelle 2022,ADD
1045,2023-03-15,PERFAWARD,7553.29,EUR,Prime de performance annuelle 2023,ADD
1045,2024-03-15,PERFAWARD,8963.52,EUR,Prime de performance annuelle 2024,ADD
1045,2018-08-02,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1045,2023-08-02,MILESTONE,10000,EUR,Prime d'ancienneté 10 ans,ADD
1046,2022-03-15,PERFAWARD,13299.53,EUR,Prime de performance annuelle 2022,ADD
1046,2023-03-15,PERFAWARD,11401.26,EUR,Prime de performance annuelle 2023,ADD
1046,2024-03-15,PERFAWARD,13376.44,EUR,Prime de performance annuelle 2024,ADD
1046,2019-08-22,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1046,2024-08-22,MILESTONE,10000,EUR,Prime d'ancienneté 10 ans,ADD
1047,2022-03-15,PERFAWARD,12076.04,EUR,Prime de performance annuelle 2022,ADD
1047,2023-03-15,PERFAWARD,10713.76,EUR,Prime de performance annuelle 2023,ADD
1047,2024-03-15,PERFAWARD,13378.83,EUR,Prime de performance annuelle 2024,ADD
1047,2024-03-23,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1049,2022-03-15,PERFAWARD,5006.94,EUR,Prime de performance annuelle 2022,ADD
1049,2023-03-15,PERFAWARD,4545.19,EUR,Prime de performance annuelle 2023,ADD
1049,2024-03-15,PERFAWARD,4489.46,EUR,Prime de performance annuelle 2024,ADD
1050,2022-03-15,PERFAWARD,11261.69,EUR,Prime de performance annuelle 2022,ADD
1050,2023-03-15,PERFAWARD,12135.25,EUR,Prime de performance annuelle 2023,ADD
1050,2024-03-15,PERFAWARD,11131.93,EUR,Prime de performance annuelle 2024,ADD
1050,2017-03-27,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1050,2022-03-27,MILESTONE,10000,EUR,Prime d'ancienneté 10 ans,ADD
1051,2022-03-15,PERFAWARD,8400.36,EUR,Prime de performance annuelle 2022,ADD
1051,2023-03-15,PERFAWARD,7952.99,EUR,Prime de performance annuelle 2023,ADD
1051,2024-03-15,PERFAWARD,9451.0,EUR,Prime de performance annuelle 2024,ADD
1052,2023-03-15,PERFAWARD,347.86,EUR,Prime de performance annuelle 2023,ADD
1052,2024-03-15,PERFAWARD,361.06,EUR,Prime de performance annuelle 2024,ADD
1053,2022-03-15,PERFAWARD,13925.07,EUR,Prime de performance annuelle 2022,ADD
1053,2023-03-15,PERFAWARD,12832.91,EUR,Prime de performance annuelle 2023,ADD
1053,2024-03-15,PERFAWARD,11753.23,EUR,Prime de performance annuelle 2024,ADD
1053,2022-01-12,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1054,2022-03-15,PERFAWARD,8556.52,EUR,Prime de performance annuelle 2022,ADD
1054,2023-03-15,PERFAWARD,8206.67,EUR,Prime de performance annuelle 2023,ADD
1054,2024-03-15,PERFAWARD,7339.13,EUR,Prime de performance annuelle 2024,ADD
1054,2024-10-05,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1055,2024-05-13,SIGNON,3631.14,EUR,Bonus de signature de contrat,ADD
1056,2025-01-31,SIGNON,6868.91,EUR,Bonus de signature de contrat,ADD
1058,2023-03-15,PERFAWARD,6171.66,EUR,Prime de performance annuelle 2023,ADD
1059,2022-03-15,PERFAWARD,14160.93,EUR,Prime de performance annuelle 2022,ADD
1059,2024-03-15,PERFAWARD,14366.51,EUR,Prime de performance annuelle 2024,ADD
1059,2023-05-27,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1059,2024-07-30,SPOTBONUS,1730.05,EUR,Prime d'excellence,ADD
1060,2023-03-15,PERFAWARD,4343.47,EUR,Prime de performance annuelle 2023,ADD
1060,2024-03-15,PERFAWARD,4551.9,EUR,Prime de performance annuelle 2024,ADD
1061,2022-03-15,PERFAWARD,7597.1,EUR,Prime de performance annuelle 2022,ADD
1061,2023-03-15,PERFAWARD,7140.21,EUR,Prime de performance annuelle 2023,ADD
1061,2024-03-15,PERFAWARD,6971.01,EUR,Prime de performance annuelle 2024,ADD
1061,2022-07-22,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1062,2022-03-15,PERFAWARD,16766.83,EUR,Prime de performance annuelle 2022,ADD
1062,2023-03-15,PERFAWARD,19116.36,EUR,Prime de performance annuelle 2023,ADD
1062,2024-03-15,PERFAWARD,14674.53,EUR,Prime de performance annuelle 2024,ADD
1062,2018-12-11,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1062,2023-12-11,MILESTONE,10000,EUR,Prime d'ancienneté 10 ans,ADD
1063,2023-03-15,PERFAWARD,24709.19,EUR,Prime de performance annuelle 2023,ADD
1063,2024-03-15,PERFAWARD,19273.64,EUR,Prime de performance annuelle 2024,ADD
1063,2021-02-11,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1064,2023-03-15,PERFAWARD,6193.56,EUR,Prime de performance annuelle 2023,ADD
1064,2024-03-15,PERFAWARD,5410.38,EUR,Prime de performance annuelle 2024,ADD
1065,2024-07-28,SIGNON,4615.93,EUR,Bonus de signature de contrat,ADD
1066,2025-01-23,SIGNON,2540.86,EUR,Bonus de signature de contrat,ADD
1067,2024-03-15,PERFAWARD,3952.33,EUR,Prime de performance annuelle 2024,ADD
1068,2022-03-15,PERFAWARD,11266.96,EUR,Prime de performance annuelle 2022,ADD
1068,2023-03-15,PERFAWARD,12564.73,EUR,Prime de performance annuelle 2023,ADD
1068,2024-03-15,PERFAWARD,14892.36,EUR,Prime de performance annuelle 2024,ADD
1068,2024-08-01,REFERRAL,2500.0,EUR,Prime de cooptation,ADD
1068,2019-11-07,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1068,2024-11-07,MILESTONE,10000,EUR,Prime d'ancienneté 10 ans,ADD
1069,2024-03-15,PERFAWARD,1988.51,EUR,Prime de performance annuelle 2024,ADD
1070,2022-03-15,PERFAWARD,12174.18,EUR,Prime de performance annuelle 2022,ADD
1070,2023-03-15,PERFAWARD,13829.16,EUR,Prime de performance annuelle 2023,ADD
1070,2024-03-15,PERFAWARD,13909.58,EUR,Prime de performance annuelle 2024,ADD
1072,2024-03-15,PERFAWARD,1338.96,EUR,Prime de performance annuelle 2024,ADD
1072,2022-06-27,SPOTBONUS,1544.56,EUR,Prime d'excellence,ADD
1073,2023-03-15,PERFAWARD,4576.6,EUR,Prime de performance annuelle 2023,ADD
1073,2024-03-15,PERFAWARD,5511.12,EUR,Prime de performance annuelle 2024,ADD
1074,2022-03-15,PERFAWARD,7638.28,EUR,Prime de performance annuelle 2022,ADD
1074,2023-03-15,PERFAWARD,8055.45,EUR,Prime de performance annuelle 2023,ADD
1074,2024-03-15,PERFAWARD,7708.77,EUR,Prime de performance annuelle 2024,ADD
1074,2021-04-04,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1075,2022-03-15,PERFAWARD,19046.29,EUR,Prime de performance annuelle 2022,ADD
1075,2023-03-15,PERFAWARD,17698.81,EUR,Prime de performance annuelle 2023,ADD
1075,2024-03-15,PERFAWARD,15523.07,EUR,Prime de performance annuelle 2024,ADD
1075,2022-10-16,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1076,2022-03-15,PERFAWARD,6430.47,EUR,Prime de performance annuelle 2022,ADD
1076,2023-03-15,PERFAWARD,7394.9,EUR,Prime de performance annuelle 2023,ADD
1076,2024-03-15,PERFAWARD,7743.88,EUR,Prime de performance annuelle 2024,ADD
1077,2022-03-15,PERFAWARD,10444.33,EUR,Prime de performance annuelle 2022,ADD
1077,2023-03-15,PERFAWARD,10655.38,EUR,Prime de performance annuelle 2023,ADD
1077,2024-03-15,PERFAWARD,11666.21,EUR,Prime de performance annuelle 2024,ADD
1077,2022-09-12,REFERRAL,2500.0,EUR,Prime de cooptation,ADD
1077,2020-10-15,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1079,2023-03-15,PERFAWARD,17088.5,EUR,Prime de performance annuelle 2023,ADD
1079,2024-03-15,PERFAWARD,18392.5,EUR,Prime de performance annuelle 2024,ADD
1079,2020-12-08,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1080,2022-03-15,PERFAWARD,14536.5,EUR,Prime de performance annuelle 2022,ADD
1080,2023-03-15,PERFAWARD,12252.55,EUR,Prime de performance annuelle 2023,ADD
1080,2024-03-15,PERFAWARD,11414.52,EUR,Prime de performance annuelle 2024,ADD
1080,2022-08-30,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1081,2024-03-15,PERFAWARD,10490.49,EUR,Prime de performance annuelle 2024,ADD
1081,2021-02-02,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1082,2022-03-15,PERFAWARD,12643.77,EUR,Prime de performance annuelle 2022,ADD
1082,2023-03-15,PERFAWARD,13021.25,EUR,Prime de performance annuelle 2023,ADD
1082,2024-03-15,PERFAWARD,13621.62,EUR,Prime de performance annuelle 2024,ADD
1083,2022-03-15,PERFAWARD,11559.97,EUR,Prime de performance annuelle 2022,ADD
1083,2023-03-15,PERFAWARD,10955.9,EUR,Prime de performance annuelle 2023,ADD
1083,2024-03-15,PERFAWARD,9755.95,EUR,Prime de performance annuelle 2024,ADD
1083,2019-04-17,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1083,2024-04-17,MILESTONE,10000,EUR,Prime d'ancienneté 10 ans,ADD
1084,2022-03-15,PERFAWARD,5206.54,EUR,Prime de performance annuelle 2022,ADD
1084,2023-03-15,PERFAWARD,4859.94,EUR,Prime de performance annuelle 2023,ADD
1084,2024-03-15,PERFAWARD,5695.49,EUR,Prime de performance annuelle 2024,ADD
1084,2025-01-31,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1085,2022-03-15,PERFAWARD,13550.23,EUR,Prime de performance annuelle 2022,ADD
1085,2023-03-15,PERFAWARD,13823.59,EUR,Prime de performance annuelle 2023,ADD
1085,2024-03-15,PERFAWARD,16002.53,EUR,Prime de performance annuelle 2024,ADD
1085,2023-12-19,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1086,2022-03-15,PERFAWARD,10044.54,EUR,Prime de performance annuelle 2022,ADD
1086,2023-03-15,PERFAWARD,11241.01,EUR,Prime de performance annuelle 2023,ADD
1086,2024-03-15,PERFAWARD,11158.78,EUR,Prime de performance annuelle 2024,ADD
1086,2018-09-09,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1086,2023-09-09,MILESTONE,10000,EUR,Prime d'ancienneté 10 ans,ADD
1087,2022-03-15,PERFAWARD,12568.97,EUR,Prime de performance annuelle 2022,ADD
1087,2023-03-15,PERFAWARD,11398.28,EUR,Prime de performance annuelle 2023,ADD
1087,2024-03-15,PERFAWARD,11925.99,EUR,Prime de performance annuelle 2024,ADD
1087,2023-01-25,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1088,2022-03-15,PERFAWARD,12217.34,EUR,Prime de performance annuelle 2022,ADD
1088,2023-03-15,PERFAWARD,12979.73,EUR,Prime de performance annuelle 2023,ADD
1088,2024-03-15,PERFAWARD,12071.56,EUR,Prime de performance annuelle 2024,ADD
1088,2024-12-26,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1089,2024-03-15,PERFAWARD,1080.41,EUR,Prime de performance annuelle 2024,ADD
1090,2022-03-15,PERFAWARD,10882.53,EUR,Prime de performance annuelle 2022,ADD
1090,2023-03-15,PERFAWARD,8719.48,EUR,Prime de performance annuelle 2023,ADD
1090,2024-03-15,PERFAWARD,11530.61,EUR,Prime de performance annuelle 2024,ADD
1090,2018-01-26,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1090,2023-01-26,MILESTONE,10000,EUR,Prime d'ancienneté 10 ans,ADD
1091,2022-03-15,PERFAWARD,11582.55,EUR,Prime de performance annuelle 2022,ADD
1091,2024-03-15,PERFAWARD,12872.34,EUR,Prime de performance annuelle 2024,ADD
1091,2022-10-24,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1092,2022-03-15,PERFAWARD,13243.39,EUR,Prime de performance annuelle 2022,ADD
1092,2023-03-15,PERFAWARD,11924.95,EUR,Prime de performance annuelle 2023,ADD
1092,2024-03-15,PERFAWARD,12544.59,EUR,Prime de performance annuelle 2024,ADD
1092,2023-04-29,REFERRAL,2500.0,EUR,Prime de cooptation,ADD
1092,2020-04-20,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1092,2022-06-17,SPOTBONUS,2023.2,EUR,Prime d'excellence,ADD
1093,2022-03-15,PERFAWARD,4750.38,EUR,Prime de performance annuelle 2022,ADD
1093,2023-03-15,PERFAWARD,5806.52,EUR,Prime de performance annuelle 2023,ADD
1093,2024-03-15,PERFAWARD,4782.14,EUR,Prime de performance annuelle 2024,ADD
1093,2024-09-03,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1094,2022-03-15,PERFAWARD,18060.5,EUR,Prime de performance annuelle 2022,ADD
1094,2023-03-15,PERFAWARD,22945.03,EUR,Prime de performance annuelle 2023,ADD
1094,2024-03-15,PERFAWARD,20608.22,EUR,Prime de performance annuelle 2024,ADD
1094,2020-02-29,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1095,2022-03-15,PERFAWARD,12483.32,EUR,Prime de performance annuelle 2022,ADD
1095,2023-03-15,PERFAWARD,14374.33,EUR,Prime de performance annuelle 2023,ADD
1095,2024-03-15,PERFAWARD,12056.31,EUR,Prime de performance annuelle 2024,ADD
1095,2021-04-16,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1096,2022-03-15,PERFAWARD,12184.9,EUR,Prime de performance annuelle 2022,ADD
1096,2024-03-15,PERFAWARD,13493.28,EUR,Prime de performance annuelle 2024,ADD
1098,2022-03-15,PERFAWARD,15165.1,EUR,Prime de performance annuelle 2022,ADD
1098,2023-03-15,PERFAWARD,12497.27,EUR,Prime de performance annuelle 2023,ADD
1098,2024-03-15,PERFAWARD,11730.79,EUR,Prime de performance annuelle 2024,ADD
1098,2018-08-17,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1098,2023-08-17,MILESTONE,10000,EUR,Prime d'ancienneté 10 ans,ADD
1099,2022-03-15,PERFAWARD,14420.46,EUR,Prime de performance annuelle 2022,ADD
1099,2023-03-15,PERFAWARD,13637.61,EUR,Prime de performance annuelle 2023,ADD
1099,2023-12-15,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1100,2022-03-15,PERFAWARD,16104.64,EUR,Prime de performance annuelle 2022,ADD
1100,2024-03-15,PERFAWARD,18360.59,EUR,Prime de performance annuelle 2024,ADD
1100,2024-06-17,REFERRAL,2500.0,EUR,Prime de cooptation,ADD
1100,2020-09-05,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1101,2022-03-15,PERFAWARD,11884.5,EUR,Prime de performance annuelle 2022,ADD
1101,2023-03-15,PERFAWARD,10181.46,EUR,Prime de performance annuelle 2023,ADD
1101,2024-03-15,PERFAWARD,11222.81,EUR,Prime de performance annuelle 2024,ADD
1101,2019-11-04,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1101,2024-11-04,MILESTONE,10000,EUR,Prime d'ancienneté 10 ans,ADD
1102,2022-03-15,PERFAWARD,16081.92,EUR,Prime de performance annuelle 2022,ADD
1102,2023-03-15,PERFAWARD,18717.25,EUR,Prime de performance annuelle 2023,ADD
1102,2024-03-15,PERFAWARD,14959.96,EUR,Prime de performance annuelle 2024,ADD
1102,2023-09-06,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1103,2022-03-15,PERFAWARD,8540.92,EUR,Prime de performance annuelle 2022,ADD
1103,2023-03-15,PERFAWARD,11211.13,EUR,Prime de performance annuelle 2023,ADD
1103,2022-02-09,REFERRAL,2500.0,EUR,Prime de cooptation,ADD
1103,2021-11-22,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
1104,2024-07-20,SIGNON,7094.44,EUR,Bonus de signature de contrat,ADD
1104,2023-04-30,REFERRAL,2500.0,EUR,Prime de cooptation,ADD
1105,2024-05-06,SIGNON,3127.99,EUR,Bonus de signature de contrat,ADD
1106,2022-03-15,PERFAWARD,21078.93,EUR,Prime de performance annuelle 2022,ADD
1106,2023-03-15,PERFAWARD,25475.65,EUR,Prime de performance annuelle 2023,ADD
1106,2024-03-15,PERFAWARD,22463.15,EUR,Prime de performance annuelle 2024,ADD
1106,2024-06-13,REFERRAL,2500.0,EUR,Prime de cooptation,ADD
1106,2020-04-09,MILESTONE,5000,EUR,Prime d'ancienneté 5 ans,ADD
