user_id,start_date,event_reason,bonus,bonus_base_amount,carallowance,paygroup,paytype,payrollid,targetincentive
1010,2020-06-04,Data Change,9.09,53000.76,0.0,FR_EXEMPT,Salary,PAY-NVT-1010-R,4817.77
1011,2024-11-28,Hiring,12.62,70309.88,0.0,FR_EXEMPT,Salary,PAY-NVT-1011,8873.11
1012,2019-03-11,Hiring,17.47,192175.08,0.0,FR_EXECUTIVE,Salary,PAY-NVT-1012,33572.99
1012,2020-03-08,Data Change,23.29,202891.07,9600,FR_EXECUTIVE,Salary,PAY-NVT-1012-R,47253.33
1013,2014-08-24,Hiring,13.39,56748.24,0.0,FR_EXEMPT,Salary,PAY-NVT-1013,7598.59
1013,2015-06-20,Data Change,17.85,94290.37,0.0,FR_EXEMPT,Salary,PAY-NVT-1013-R,16830.83
1014,2017-09-22,Hiring,9.06,45574.59,0.0,FR_EXEMPT,Commission,PAY-NVT-1014,4129.06
1014,2018-09-11,Data Change,12.08,86211.45,6000,FR_EXEMPT,Commission,PAY-NVT-1014-R,10414.34
1015,2018-06-18,Hiring,10.74,40106.69,0.0,FR_EXEMPT,Salary,PAY-NVT-1015,4307.46
1015,2019-04-16,Data Change,14.32,78424.19,0.0,FR_EXEMPT,Salary,PAY-NVT-1015-R,11230.34
1016,2017-11-07,Hiring,7.62,79793.94,0.0,FR_EXEMPT,Salary,PAY-NVT-1016,6080.3
1016,2018-11-07,Data Change,10.16,111609.29,4800,FR_EXEMPT,Salary,PAY-NVT-1016-R,11339.5
1017,2012-09-26,Hiring,13.28,115834.15,0.0,FR_EXEMPT,Salary,PAY-NVT-1017,15382.78
1017,2013-09-20,Data Change,17.71,115834.15,0.0,FR_EXEMPT,Salary,PAY-NVT-1017-R,20514.23
1018,2014-02-14,Hiring,13.15,45196.98,0.0,FR_EXEMPT,Salary,PAY-NVT-1018,5943.4
1018,2015-02-14,Data Change,17.53,121569.22,4800,FR_EXEMPT,Salary,PAY-NVT-1018-R,21311.08
1019,2021-05-23,Hiring,9.58,96472.0,0.0,FR_EXEMPT,Salary,PAY-NVT-1019,9242.02
1019,2022-02-27,Data Change,12.78,125993.11,5400,FR_EXEMPT,Salary,PAY-NVT-1019-R,16101.92
1020,2022-07-10,Hiring,1.72,39228.25,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1020,674.73
1020,2023-05-02,Data Change,2.3,39228.25,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1020-R,902.25
1021,2015-04-09,Hiring,10.29,55660.91,0.0,FR_EXEMPT,Salary,PAY-NVT-1021,5727.51
1021,2016-01-25,Data Change,13.72,95287.18,0.0,FR_EXEMPT,Salary,PAY-NVT-1021-R,13073.4
1022,2023-04-01,Hiring,2.14,35752.04,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1022,765.09
1022,2024-02-15,Data Change,2.85,35752.04,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1022-R,1018.93
1023,2016-12-03,Hiring,11.08,74527.8,0.0,FR_EXEMPT,Commission,PAY-NVT-1023,8257.68
1023,2017-09-12,Data Change,14.77,123669.68,0.0,FR_EXEMPT,Commission,PAY-NVT-1023-R,18266.01
1024,2013-09-19,Hiring,11.77,42856.08,0.0,FR_EXEMPT,Salary,PAY-NVT-1024,5044.16
1024,2014-06-28,Data Change,15.69,101182.76,4200,FR_EXEMPT,Salary,PAY-NVT-1024-R,15875.58
1025,2019-09-18,Hiring,10.05,61866.67,0.0,FR_EXEMPT,Salary,PAY-NVT-1025,6217.6
1025,2020-06-22,Data Change,13.4,82988.16,0.0,FR_EXEMPT,Salary,PAY-NVT-1025-R,11120.41
1026,2018-04-19,Hiring,12.08,46230.96,0.0,FR_EXEMPT,Salary,PAY-NVT-1026,5584.7
1026,2019-03-15,Data Change,16.1,81703.46,0.0,FR_EXEMPT,Salary,PAY-NVT-1026-R,13154.26
1027,2023-05-27,Hiring,4.28,42081.5,0.0,FR_EXEMPT,Salary,PAY-NVT-1027,1801.09
1027,2024-05-01,Data Change,5.7,43549.69,0.0,FR_EXEMPT,Salary,PAY-NVT-1027-R,2482.33
1028,2023-08-18,Hiring,2.62,55410.86,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1028,1451.76
1028,2024-05-20,Data Change,3.49,58652.07,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1028-R,2046.96
1029,2022-10-20,Hiring,4.72,50574.95,0.0,FR_EXEMPT,Salary,PAY-NVT-1029,2387.14
1029,2023-07-20,Data Change,6.29,50781.49,0.0,FR_EXEMPT,Salary,PAY-NVT-1029-R,3194.16
1030,2024-05-27,Hiring,4.04,49275.47,0.0,FR_EXEMPT,Salary,PAY-NVT-1030,1990.73
1031,2019-11-12,Hiring,4.94,37465.33,0.0,FR_EXEMPT,Salary,PAY-NVT-1031,1850.79
1031,2020-09-27,Data Change,6.58,49932.32,0.0,FR_EXEMPT,Salary,PAY-NVT-1031-R,3285.55
1032,2022-11-20,Hiring,2.78,38583.24,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1032,1072.61
1032,2023-10-23,Data Change,3.7,38643.87,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1032-R,1429.82
1033,2023-08-25,Hiring,1.69,35354.23,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1033,597.49
1033,2024-08-26,Data Change,2.25,35739.35,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1033-R,804.14
1034,2012-12-13,Hiring,12.23,74154.33,0.0,FR_EXEMPT,Salary,PAY-NVT-1034,9069.07
1034,2013-09-19,Data Change,16.3,153935.08,0.0,FR_EXEMPT,Salary,PAY-NVT-1034-R,25091.42
1035,2017-05-14,Hiring,8.5,40419.89,0.0,FR_EXEMPT,Salary,PAY-NVT-1035,3435.69
1035,2018-02-21,Data Change,11.33,87109.17,5400,FR_EXEMPT,Salary,PAY-NVT-1035-R,9869.47
1036,2013-02-15,Hiring,12.84,50686.26,0.0,FR_EXEMPT,Salary,PAY-NVT-1036,6508.12
1036,2013-12-15,Data Change,17.12,120936.92,0.0,FR_EXEMPT,Salary,PAY-NVT-1036-R,20704.4
1037,2024-03-18,Hiring,2.86,33584.56,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1037,960.52
1038,2023-02-24,Hiring,13.48,89917.81,0.0,FR_EXEMPT,Salary,PAY-NVT-1038,12120.92
1038,2023-12-10,Data Change,17.98,92049.44,6000,FR_EXEMPT,Salary,PAY-NVT-1038-R,16550.49
1039,2022-12-08,Hiring,2.48,42468.1,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1039,1053.21
1039,2023-09-14,Data Change,3.31,42468.1,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1039-R,1405.69
1040,2016-07-03,Hiring,12.45,45196.76,0.0,FR_EXEMPT,Salary,PAY-NVT-1040,5627.0
1040,2017-06-21,Data Change,16.6,86478.45,6000,FR_EXEMPT,Salary,PAY-NVT-1040-R,14355.42
1041,2024-09-03,Hiring,3.48,38339.93,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1041,1334.23
1042,2021-12-11,Hiring,6.65,32227.76,0.0,FR_EXEMPT,Salary,PAY-NVT-1042,2143.15
1042,2022-10-26,Data Change,8.87,41324.31,0.0,FR_EXEMPT,Salary,PAY-NVT-1042-R,3665.47
1043,2018-10-17,Hiring,11.8,70483.97,0.0,FR_EXEMPT,Salary,PAY-NVT-1043,8317.11
1043,2019-08-22,Data Change,15.73,92092.0,0.0,FR_EXEMPT,Salary,PAY-NVT-1043-R,14486.07
1044,2014-05-09,Hiring,13.03,70629.81,0.0,FR_EXEMPT,Salary,PAY-NVT-1044,9203.06
1044,2015-03-04,Data Change,17.37,90645.94,4800,FR_EXEMPT,Salary,PAY-NVT-1044-R,15745.2
1045,2013-07-18,Hiring,9.2,59244.52,0.0,FR_EXEMPT,Salary,PAY-NVT-1045,5450.5
1045,2014-05-15,Data Change,12.26,70075.83,0.0,FR_EXEMPT,Salary,PAY-NVT-1045-R,8591.3
1046,2014-08-07,Hiring,10.81,80222.02,0.0,FR_EXEMPT,Salary,PAY-NVT-1046,8672.0
1046,2015-08-06,Data Change,14.42,82442.91,6000,FR_EXEMPT,Salary,PAY-NVT-1046-R,11888.27
1047,2019-03-08,Hiring,9.41,90850.78,0.0,FR_EXEMPT,Salary,PAY-NVT-1047,8549.06
1047,2020-01-08,Data Change,12.55,96585.45,0.0,FR_EXEMPT,Salary,PAY-NVT-1047-R,12121.47
1048,2018-06-29,Hiring,8.26,31952.26,0.0,FR_EXEMPT,Salary,PAY-NVT-1048,2639.26
1048,2019-05-21,Data Change,11.01,52035.82,0.0,FR_EXEMPT,Salary,PAY-NVT-1048-R,5729.14
1049,2020-12-31,Hiring,8.32,34206.54,0.0,FR_EXEMPT,Salary,PAY-NVT-1049,2845.98
1049,2021-12-16,Data Change,11.1,46421.0,0.0,FR_EXEMPT,Salary,PAY-NVT-1049-R,5152.73
1050,2012-03-12,Hiring,9.47,73134.67,0.0,FR_EXEMPT,Salary,PAY-NVT-1050,6925.85
1050,2012-12-23,Data Change,12.63,96593.47,0.0,FR_EXEMPT,Salary,PAY-NVT-1050-R,12199.76
1051,2021-02-18,Hiring,8.91,56514.3,0.0,FR_EXEMPT,Salary,PAY-NVT-1051,5035.42
1051,2021-12-01,Data Change,11.88,74223.78,0.0,FR_EXEMPT,Salary,PAY-NVT-1051-R,8817.79
1052,2022-11-26,Hiring,0.62,40595.05,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1052,251.69
1052,2023-10-29,Data Change,0.83,44227.42,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1052-R,367.09
1053,2016-12-28,Hiring,11.59,45433.61,0.0,FR_EXEMPT,Salary,PAY-NVT-1053,5265.76
1053,2018-01-09,Data Change,15.45,87596.45,4800,FR_EXEMPT,Salary,PAY-NVT-1053-R,13533.65
1054,2019-09-20,Hiring,9.02,50722.61,0.0,FR_EXEMPT,Salary,PAY-NVT-1054,4575.18
1054,2020-07-07,Data Change,12.03,65077.5,0.0,FR_EXEMPT,Salary,PAY-NVT-1054-R,7828.82
1055,2024-03-29,Hiring,9.57,116158.22,0.0,FR_EXEMPT,Salary,PAY-NVT-1055,11116.34
1055,2024-12-27,Data Change,12.76,116158.22,0.0,FR_EXEMPT,Salary,PAY-NVT-1055-R,14821.79
1056,2024-12-17,Hiring,2.15,44307.6,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1056,952.61
1057,2013-10-23,Hiring,7.79,37233.13,0.0,FR_EXEMPT,Salary,PAY-NVT-1057,2900.46
1057,2014-07-24,Data Change,10.39,97471.13,0.0,FR_EXEMPT,Salary,PAY-NVT-1057-R,10127.25
1058,2020-08-20,Hiring,7.54,36895.93,0.0,FR_EXEMPT,Salary,PAY-NVT-1058,2781.95
1058,2021-08-09,Data Change,10.05,54608.86,0.0,FR_EXEMPT,Salary,PAY-NVT-1058-R,5488.19
1059,2018-05-12,Hiring,10.98,53155.94,0.0,FR_EXEMPT,Salary,PAY-NVT-1059,5836.52
1059,2019-03-23,Data Change,14.64,87592.55,0.0,FR_EXEMPT,Salary,PAY-NVT-1059-R,12823.55
1060,2021-01-08,Hiring,6.54,40508.32,0.0,FR_EXEMPT,Salary,PAY-NVT-1060,2649.24
1060,2022-01-23,Data Change,8.72,53292.41,0.0,FR_EXEMPT,Salary,PAY-NVT-1060-R,4647.1
1061,2017-07-07,Hiring,8.19,37141.97,0.0,FR_EXEMPT,Salary,PAY-NVT-1061,3041.93
1061,2018-05-14,Data Change,10.92,71588.67,0.0,FR_EXEMPT,Salary,PAY-NVT-1061-R,7817.48
1062,2013-11-26,Hiring,12.33,104410.94,0.0,FR_EXEMPT,Salary,PAY-NVT-1062,12873.87
1062,2014-12-11,Data Change,16.44,104584.81,6000,FR_EXEMPT,Salary,PAY-NVT-1062-R,17193.74
1063,2016-01-27,Hiring,13.14,74831.91,0.0,FR_EXEMPT,Salary,PAY-NVT-1063,9832.91
1063,2016-12-22,Data Change,17.52,123444.29,0.0,FR_EXEMPT,Salary,PAY-NVT-1063-R,21627.44
1064,2021-08-26,Hiring,8.08,35676.31,0.0,FR_EXEMPT,Salary,PAY-NVT-1064,2882.65
1064,2022-07-21,Data Change,10.77,50932.54,0.0,FR_EXEMPT,Salary,PAY-NVT-1064-R,5485.43
1065,2024-06-13,Hiring,3.33,33969.85,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1065,1131.2
1066,2024-12-09,Hiring,16.74,207622.33,0.0,FR_EXECUTIVE,Salary,PAY-NVT-1066,34755.98
1067,2023-03-23,Hiring,6.08,48981.31,0.0,FR_EXEMPT,Salary,PAY-NVT-1067,2978.06
1067,2024-02-25,Data Change,8.11,52358.6,0.0,FR_EXEMPT,Salary,PAY-NVT-1067-R,4246.28
1068,2014-10-23,Hiring,9.16,98540.09,0.0,FR_EXEMPT,Salary,PAY-NVT-1068,9026.27
1068,2015-08-23,Data Change,12.21,107128.95,0.0,FR_EXEMPT,Salary,PAY-NVT-1068-R,13080.44
1069,2022-04-27,Hiring,3.71,43105.73,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1069,1599.22
1069,2023-04-02,Data Change,4.94,43105.73,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1069-R,2129.42
1070,2021-03-05,Hiring,12.14,60260.0,0.0,FR_EXEMPT,Salary,PAY-NVT-1070,7315.56
1070,2022-01-25,Data Change,16.19,81418.54,0.0,FR_EXEMPT,Salary,PAY-NVT-1070-R,13181.66
1071,2017-04-20,Hiring,12.7,40651.76,0.0,FR_EXEMPT,Salary,PAY-NVT-1071,5162.77
1071,2018-02-01,Data Change,16.93,86781.27,5400,FR_EXEMPT,Salary,PAY-NVT-1071-R,14692.07
1072,2023-01-21,Hiring,1.78,50182.6,0.0,FR_INTERN,Salary,PAY-NVT-1072,893.25
1072,2024-01-15,Data Change,2.38,50182.6,0.0,FR_INTERN,Salary,PAY-NVT-1072-R,1194.35
1073,2020-10-21,Hiring,6.49,39952.34,0.0,FR_EXEMPT,Salary,PAY-NVT-1073,2592.91
1073,2021-09-25,Data Change,8.65,55725.34,0.0,FR_EXEMPT,Salary,PAY-NVT-1073-R,4820.24
1074,2016-03-20,Hiring,7.99,33850.39,0.0,FR_EXEMPT,Salary,PAY-NVT-1074,2704.65
1074,2017-01-06,Data Change,10.65,69679.9,0.0,FR_EXEMPT,Salary,PAY-NVT-1074-R,7420.91
1075,2017-10-01,Hiring,10.22,71906.3,0.0,FR_EXEMPT,Salary,PAY-NVT-1075,7348.82
1075,2018-09-11,Data Change,13.63,130448.24,0.0,FR_EXEMPT,Salary,PAY-NVT-1075-R,17780.1
1076,2021-06-03,Hiring,8.79,44741.82,0.0,FR_EXEMPT,Salary,PAY-NVT-1076,3932.81
1076,2022-05-15,Data Change,11.72,58835.03,0.0,FR_EXEMPT,Salary,PAY-NVT-1076-R,6895.47
1077,2015-09-30,Hiring,9.74,38878.37,0.0,FR_EXEMPT,Salary,PAY-NVT-1077,3786.75
1077,2016-08-23,Data Change,12.99,89077.23,6000,FR_EXEMPT,Salary,PAY-NVT-1077-R,11571.13
1078,2024-01-16,Hiring,2.11,36284.11,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1078,765.59
1078,2024-12-31,Data Change,2.81,36284.11,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1078-R,1019.58
1079,2015-11-23,Hiring,11.1,49016.49,0.0,FR_EXEMPT,Salary,PAY-NVT-1079,5440.83
1079,2016-11-22,Data Change,14.8,118559.08,4800,FR_EXEMPT,Salary,PAY-NVT-1079-R,17546.74
1080,2017-08-15,Hiring,8.86,89923.16,0.0,FR_EXEMPT,Salary,PAY-NVT-1080,7967.19
1080,2018-08-01,Data Change,11.81,111637.91,4200,FR_EXEMPT,Salary,PAY-NVT-1080-R,13184.44
1081,2016-01-18,Hiring,8.59,46705.13,0.0,FR_EXEMPT,Salary,PAY-NVT-1081,4011.97
1081,2016-12-25,Data Change,11.45,86839.25,6000,FR_EXEMPT,Salary,PAY-NVT-1081-R,9943.09
1082,2020-04-04,Hiring,8.45,119885.4,0.0,FR_EXEMPT,Salary,PAY-NVT-1082,10130.32
1082,2021-02-23,Data Change,11.26,119885.4,0.0,FR_EXEMPT,Salary,PAY-NVT-1082-R,13499.1
1083,2014-04-02,Hiring,7.99,89011.84,0.0,FR_EXEMPT,Commission,PAY-NVT-1083,7112.05
1083,2015-03-05,Data Change,10.65,98384.0,6000,FR_EXEMPT,Commission,PAY-NVT-1083-R,10477.9
1084,2020-01-16,Hiring,6.31,47149.45,0.0,FR_EXEMPT,Salary,PAY-NVT-1084,2975.13
1084,2021-01-01,Data Change,8.41,62639.68,0.0,FR_EXEMPT,Salary,PAY-NVT-1084-R,5268.0
1085,2018-12-04,Hiring,12.08,47721.73,0.0,FR_EXEMPT,Salary,PAY-NVT-1085,5764.78
1085,2019-11-20,Data Change,16.11,98585.65,4200,FR_EXEMPT,Salary,PAY-NVT-1085-R,15882.15
1086,2013-08-25,Hiring,7.94,41714.72,0.0,FR_EXEMPT,Salary,PAY-NVT-1086,3312.15
1086,2014-07-29,Data Change,10.58,102573.62,0.0,FR_EXEMPT,Salary,PAY-NVT-1086-R,10852.29
1087,2018-01-10,Hiring,10.0,67832.84,0.0,FR_EXEMPT,Salary,PAY-NVT-1087,6783.28
1087,2018-11-15,Data Change,13.34,82842.63,4200,FR_EXEMPT,Salary,PAY-NVT-1087-R,11051.21
1088,2019-12-11,Hiring,8.14,127485.72,0.0,FR_EXEMPT,Salary,PAY-NVT-1088,10377.34
1088,2020-10-20,Data Change,10.85,127485.72,6000,FR_EXEMPT,Salary,PAY-NVT-1088-R,13832.2
1089,2023-02-12,Hiring,1.91,37838.55,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1089,722.72
1089,2024-01-09,Data Change,2.55,40058.71,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1089-R,1021.5
1090,2013-01-11,Hiring,8.69,50946.92,0.0,FR_EXEMPT,Salary,PAY-NVT-1090,4427.29
1090,2013-12-16,Data Change,11.58,86676.99,0.0,FR_EXEMPT,Salary,PAY-NVT-1090-R,10037.2
1091,2017-10-09,Hiring,13.04,39713.87,0.0,FR_EXEMPT,Salary,PAY-NVT-1091,5178.69
1091,2018-08-04,Data Change,17.39,76485.05,0.0,FR_EXEMPT,Salary,PAY-NVT-1091-R,13300.75
1092,2015-04-05,Hiring,10.15,57876.9,0.0,FR_EXEMPT,Salary,PAY-NVT-1092,5874.51
1092,2016-04-12,Data Change,13.54,99869.07,5400,FR_EXEMPT,Salary,PAY-NVT-1092-R,13522.27
1093,2019-08-19,Hiring,8.24,37835.82,0.0,FR_EXEMPT,Salary,PAY-NVT-1093,3117.67
1093,2020-05-26,Data Change,10.99,50517.86,0.0,FR_EXEMPT,Salary,PAY-NVT-1093-R,5551.91
1094,2015-02-14,Hiring,12.36,71096.13,0.0,FR_EXEMPT,Salary,PAY-NVT-1094,8787.48
1094,2016-01-06,Data Change,16.48,128761.58,0.0,FR_EXEMPT,Salary,PAY-NVT-1094-R,21219.91
1095,2016-04-01,Hiring,11.78,46654.48,0.0,FR_EXEMPT,Commission,PAY-NVT-1095,5495.9
1095,2017-02-04,Data Change,15.71,86581.98,4800,FR_EXEMPT,Commission,PAY-NVT-1095-R,13602.03
1096,2021-05-12,Hiring,12.15,80707.54,0.0,FR_EXEMPT,Commission,PAY-NVT-1096,9805.97
1096,2022-03-24,Data Change,16.2,86797.91,0.0,FR_EXEMPT,Commission,PAY-NVT-1096-R,14061.26
1097,2023-02-04,Hiring,3.62,34750.06,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1097,1257.95
1097,2023-12-23,Data Change,4.82,34750.06,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1097-R,1674.95
1098,2013-08-02,Hiring,8.27,47044.15,0.0,FR_EXEMPT,Salary,PAY-NVT-1098,3890.55
1098,2014-06-01,Data Change,11.03,120578.02,0.0,FR_EXEMPT,Salary,PAY-NVT-1098-R,13299.76
1099,2018-11-30,Hiring,13.48,54192.36,0.0,FR_EXEMPT,Salary,PAY-NVT-1099,7305.13
1099,2019-09-15,Data Change,17.98,88442.08,0.0,FR_EXEMPT,Salary,PAY-NVT-1099-R,15901.89
1100,2015-08-21,Hiring,9.55,78674.11,0.0,FR_EXEMPT,Salary,PAY-NVT-1100,7513.38
1100,2016-06-24,Data Change,12.73,126521.36,0.0,FR_EXEMPT,Salary,PAY-NVT-1100-R,16106.17
1101,2014-10-20,Hiring,10.66,35135.95,0.0,FR_EXEMPT,Salary,PAY-NVT-1101,3745.49
1101,2015-07-18,Data Change,14.21,78434.3,0.0,FR_EXEMPT,Salary,PAY-NVT-1101-R,11145.51
1102,2018-08-22,Hiring,11.25,73533.08,0.0,FR_EXEMPT,Salary,PAY-NVT-1102,8272.47
1102,2019-05-19,Data Change,15.0,116548.85,0.0,FR_EXEMPT,Salary,PAY-NVT-1102-R,17482.33
1103,2016-11-07,Hiring,8.9,44708.48,0.0,FR_EXEMPT,Salary,PAY-NVT-1103,3979.05
1103,2017-10-09,Data Change,11.87,84224.48,6000,FR_EXEMPT,Salary,PAY-NVT-1103-R,9997.45
1104,2024-06-05,Hiring,6.39,51678.53,0.0,FR_EXEMPT,Salary,PAY-NVT-1104,3302.26
1105,2024-03-22,Hiring,3.5,39278.79,0.0,FR_NON_EXEMPT,Salary,PAY-NVT-1105,1374.76
1106,2015-03-25,Hiring,12.96,51856.19,0.0,FR_EXEMPT,Salary,PAY-NVT-1106,6720.56
1106,2016-03-26,Data Change,17.28,133932.36,0.0,FR_EXEMPT,Salary,PAY-NVT-1106-R,23143.51
1107,2012-12-29,Hiring,9.41,34611.68,0.0,FR_EXEMPT,Salary,PAY-NVT-1107,3256.96
1107,2014-01-11,Data Change,12.55,77196.83,5400,FR_EXEMPT,Salary,PAY-NVT-1107-R,9688.2
1108,2021-03-23,Hiring,3.78,37726.56,0.0,FR_EXEMPT,Salary,PAY-NVT-1108,1426.06
1108,2022-01-04,Data Change,5.04,54525.08,0.0,FR_EXEMPT,Salary,PAY-NVT-1108-R,2748.06
1109,2017-05-02,Hiring,9.23,87748.54,0.0,FR_EXEMPT,Salary,PAY-NVT-1109,8099.19
1109,2018-03-12,Data Change,12.3,118458.79,4200,FR_EXEMPT,Salary,PAY-NVT-1109-R,14570.43
1110,2021-12-08,Hiring,11.29,61910.93,0.0,FR_EXEMPT,Salary,PAY-NVT-1110,6989.74
1110,2022-10-10,Data Change,15.06,83298.01,0.0,FR_EXEMPT,Salary,PAY-NVT-1110-R,12544.68
1111,2021-01-13,Hiring,5.64,43141.38,0.0,FR_EXEMPT,Salary,PAY-NVT-1111,2433.17
1111,2021-12-09,Data Change,7.52,63050.69,0.0,FR_EXEMPT,Salary,PAY-NVT-1111-R,4741.41
1112,2020-08-21,Hiring,9.74,63823.0,0.0,FR_EXEMPT,Salary,PAY-NVT-1112,6216.36
1112,2021-07-25,Data Change,12.99,76759.78,0.0,FR_EXEMPT,Salary,PAY-NVT-1112-R,9971.1
1113,2013-03-01,Hiring,9.62,34152.38,0.0,FR_EXEMPT,Salary,PAY-NVT-1113,3285.46
1113,2013-11-27,Data Change,12.82,84946.67,0.0,FR_EXEMPT,Salary,PAY-NVT-1113-R,10890.16
1114,2016-01-01,Hiring,8.31,62968.7,0.0,FR_EXEMPT,Salary,PAY-NVT-1114,5232.7
1114,2016-12-24,Data Change,11.08,81753.54,0.0,FR_EXEMPT,Salary,PAY-NVT-1114-R,9058.29
1115,2021-09-09,Hiring,5.84,40883.25,0.0,FR_EXEMPT,Salary,PAY-NVT-1115,2387.58
1115,2022-08-07,Data Change,7.79,56697.47,0.0,FR_EXEMPT,Salary,PAY-NVT-1115-R,4416.73
1116,2022-02-11,Hiring,5.18,38828.49,0.0,FR_EXEMPT,Salary,PAY-NVT-1116,2011.32
1116,2023-02-12,Data Change,6.91,50206.72,0.0,FR_EXEMPT,Salary,PAY-NVT-1116-R,3469.28
1117,2013-05-24,Hiring,9.71,51344.48,0.0,FR_EXEMPT,Salary,PAY-NVT-1117,4985.55
1117,2014-04-20,Data Change,12.94,116650.84,0.0,FR_EXEMPT,Salary,PAY-NVT-1117-R,15094.62
1118,2021-12-05,Hiring,4.29,48556.36,0.0,FR_EXEMPT,Salary,PAY-NVT-1118,2083.07
1118,2022-10-09,Data Change,5.72,68396.9,0.0,FR_EXEMPT,Salary,PAY-NVT-1118-R,3912.3
1119,2017-05-19,Hiring,12.97,39206.65,0.0,FR_EXEMPT,Salary,PAY-NVT-1119,5085.1
1119,2018-02-14,Data Change,17.29,71268.55,0.0,FR_EXEMPT,Salary,PAY-NVT-1119-R,12322.33
1120,2023-05-24,Hiring,12.0,91581.48,0.0,FR_EXEMPT,Salary,PAY-NVT-1120,10989.78
1120,2024-05-26,Data Change,16.0,91581.48,4200,FR_EXEMPT,Salary,PAY-NVT-1120-R,14653.04
1121,2016-07-08,Hiring,9.79,81741.12,0.0,FR_EXEMPT,Salary,PAY-NVT-1121,8002.46
1121,2017-05-29,Data Change,13.06,109094.18,0.0,FR_EXEMPT,Salary,PAY-NVT-1121-R,14247.7
1122,2023-06-05,Hiring,9.88,80329.95,0.0,FR_EXEMPT,Salary,PAY-NVT-1122,7936.6
1122,2024-06-11,Data Change,13.18,80827.92,0.0,FR_EXEMPT,Salary,PAY-NVT-1122-R,10653.12
1123,2019-10-12,Hiring,5.12,38665.95,0.0,FR_EXEMPT,Salary,PAY-NVT-1123,1979.7
